model,family,dataset_id,seed,lambda,status,error_message,n_train,n_flipped,noisy_train_accuracy,clean_train_accuracy,clean_test_accuracy,clean_test_auc,train_test_gap,noisy_label_fit_rate,clean_label_recovery_rate,confidence_on_flipped_samples
tabpfn,icl,breast_cancer,0,0.3,ok,,398,119,0.9974874371859297,0.7035175879396985,0.9298245614035088,0.9751752336448598,0.06766287578242092,0.9915966386554622,0.008403361344537815,0.8246418155041062
tabpfn,icl,breast_cancer,0,0.4,ok,,398,159,1.0,0.6005025125628141,0.7602339181286549,0.962178738317757,0.23976608187134507,1.0,0.0,0.9818959693488835
logreg,linear,wine,0,0.0,ok,,124,0,1.0,1.0,0.9444444444444444,0.9984681984681986,0.05555555555555558,,,
logreg,linear,wine,0,0.05,ok,,124,6,0.9516129032258065,0.9838709677419355,0.9259259259259259,0.9891173641173641,0.025686977299880565,0.16666666666666666,0.8333333333333334,0.2291209835484319
logreg,linear,wine,0,0.1,ok,,124,12,0.8951612903225806,0.9919354838709677,0.9444444444444444,0.9950343894788339,-0.04928315412186379,0.0,1.0,0.15019902328660298
logreg,linear,wine,0,0.2,ok,,124,25,0.7903225806451613,0.9193548387096774,0.9444444444444444,0.9863983752872642,-0.15412186379928317,0.16,0.8,0.23820112114913009
logreg,linear,wine,0,0.3,ok,,124,37,0.6935483870967742,0.9112903225806451,0.9074074074074074,0.9855103743992633,-0.2138590203106332,0.10810810810810811,0.8378378378378378,0.2573459806038949
logreg,linear,wine,0,0.4,ok,,124,50,0.6209677419354839,0.7983870967741935,0.7407407407407407,0.9418531057419947,-0.11977299880525683,0.24,0.68,0.30213498763564234
hist_gbdt,gbdt,wine,0,0.0,ok,,124,0,1.0,1.0,0.9259259259259259,1.0,0.07407407407407407,,,
hist_gbdt,gbdt,wine,0,0.05,ok,,124,6,1.0,0.9516129032258065,0.8703703703703703,0.9643263115485338,0.12962962962962965,1.0,0.0,0.9984691816182473
hist_gbdt,gbdt,wine,0,0.1,ok,,124,12,1.0,0.9032258064516129,0.8333333333333334,0.9721717582828694,0.16666666666666663,1.0,0.0,0.9833663708446787
hist_gbdt,gbdt,wine,0,0.2,ok,,124,25,1.0,0.7983870967741935,0.9074074074074074,0.9733447622336512,0.09259259259259256,1.0,0.0,0.93404468281693
hist_gbdt,gbdt,wine,0,0.3,ok,,124,37,1.0,0.7016129032258065,0.6666666666666666,0.8712405906850352,0.33333333333333337,1.0,0.0,0.93067093617446
hist_gbdt,gbdt,wine,0,0.4,ok,,124,50,1.0,0.5967741935483871,0.5555555555555556,0.7132889744000854,0.4444444444444444,1.0,0.0,0.8831057713085215
xgboost,gbdt,wine,0,0.0,ok,,124,0,1.0,1.0,0.9444444444444444,0.9934805934805935,0.05555555555555558,,,
xgboost,gbdt,wine,0,0.05,ok,,124,6,1.0,0.9516129032258065,0.8703703703703703,0.9758227369338481,0.12962962962962965,1.0,0.0,0.913349986076355
xgboost,gbdt,wine,0,0.1,ok,,124,12,1.0,0.9032258064516129,0.8703703703703703,0.9594767372545151,0.12962962962962965,1.0,0.0,0.9384264598290125
xgboost,gbdt,wine,0,0.2,ok,,124,25,1.0,0.7983870967741935,0.8333333333333334,0.965111534555979,0.16666666666666663,1.0,0.0,0.9618389296531678
xgboost,gbdt,wine,0,0.3,ok,,124,37,1.0,0.7016129032258065,0.7592592592592593,0.8995495245495245,0.2407407407407407,1.0,0.0,0.9689719660862072
xgboost,gbdt,wine,0,0.4,ok,,124,50,1.0,0.5967741935483871,0.5740740740740741,0.7691274774608109,0.42592592592592593,1.0,0.0,0.974004647731781
catboost,gbdt,wine,0,0.0,ok,,124,0,1.0,1.0,0.9444444444444444,0.9892773892773893,0.05555555555555558,,,
catboost,gbdt,wine,0,0.05,ok,,124,6,1.0,0.9516129032258065,0.9074074074074074,0.9833717722606612,0.09259259259259256,1.0,0.0,0.9424790982661909
catboost,gbdt,wine,0,0.1,ok,,124,12,1.0,0.9032258064516129,0.9074074074074074,0.9853071825294047,0.09259259259259256,1.0,0.0,0.9354102020369163
catboost,gbdt,wine,0,0.2,ok,,124,25,1.0,0.7983870967741935,0.9074074074074074,0.9909085770196882,0.09259259259259256,1.0,0.0,0.9318555108637887
catboost,gbdt,wine,0,0.3,ok,,124,37,1.0,0.7016129032258065,0.7962962962962963,0.9541860402971514,0.20370370370370372,1.0,0.0,0.9375525161582213
catboost,gbdt,wine,0,0.4,ok,,124,50,1.0,0.5967741935483871,0.6851851851851852,0.8716847966847966,0.31481481481481477,1.0,0.0,0.9449168021590466
tabicl,icl,wine,0,0.0,ok,,124,0,1.0,1.0,1.0,1.0,0.0,,,
tabicl,icl,wine,0,0.05,ok,,124,6,0.9758064516129032,0.9758064516129032,1.0,1.0,-0.024193548387096753,0.5,0.5,0.5222920676072439
tabicl,icl,wine,0,0.1,ok,,124,12,0.9516129032258065,0.9516129032258065,0.9814814814814815,1.0,-0.029868578255675016,0.5,0.5,0.482304943104585
tabicl,icl,wine,0,0.2,ok,,124,25,0.8467741935483871,0.9516129032258065,1.0,1.0,-0.15322580645161288,0.24,0.76,0.4000551670789719
tabicl,icl,wine,0,0.3,ok,,124,37,0.8790322580645161,0.8225806451612904,0.9814814814814815,1.0,-0.10244922341696538,0.5945945945945946,0.40540540540540543,0.4802869719427985
tabicl,icl,wine,0,0.4,ok,,124,50,0.8064516129032258,0.7903225806451613,0.9814814814814815,1.0,-0.17502986857825575,0.52,0.48,0.43159372597932816
tabpfn,icl,wine,0,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,0.998949198949199,0.01851851851851849,,,
tabpfn,icl,wine,0,0.05,ok,,124,6,1.0,0.9516129032258065,0.9814814814814815,0.9990379990379991,0.01851851851851849,1.0,0.0,0.9473408957322439
tabpfn,icl,wine,0,0.1,ok,,124,12,1.0,0.9032258064516129,0.9444444444444444,0.9995189995189996,0.05555555555555558,1.0,0.0,0.9191862444082896
tabpfn,icl,wine,0,0.2,ok,,124,25,0.9919354838709677,0.8064516129032258,0.9814814814814815,0.998075998075998,0.010454002389486239,0.96,0.04,0.7220258975028991
tabpfn,icl,wine,0,0.3,ok,,124,37,0.9758064516129032,0.7258064516129032,0.9629629629629629,1.0,0.012843488649940338,0.918918918918919,0.08108108108108109,0.6320119894839622
tabpfn,icl,wine,0,0.4,ok,,124,50,1.0,0.5967741935483871,0.9444444444444444,1.0,0.05555555555555558,1.0,0.0,0.8066065418720245
logreg,linear,iris,0,0.0,ok,,105,0,0.9809523809523809,0.9809523809523809,0.9777777777777777,1.0,0.0031746031746031633,,,
logreg,linear,iris,0,0.05,ok,,105,5,0.9333333333333333,0.9619047619047619,0.9777777777777777,0.9992592592592593,-0.0444444444444444,0.2,0.8,0.21816025218394008
logreg,linear,iris,0,0.1,ok,,105,10,0.8666666666666667,0.9333333333333333,0.9777777777777777,1.0,-0.11111111111111105,0.1,0.8,0.11282517429496679
logreg,linear,iris,0,0.2,ok,,105,21,0.7333333333333333,0.8095238095238095,0.9111111111111111,0.9866666666666667,-0.1777777777777778,0.23809523809523808,0.6190476190476191,0.2629698362099805
logreg,linear,iris,0,0.3,ok,,105,32,0.6,0.7428571428571429,0.8666666666666667,0.98,-0.2666666666666667,0.125,0.59375,0.2453932378892184
logreg,linear,iris,0,0.4,ok,,105,42,0.5333333333333333,0.6476190476190476,0.6666666666666666,0.9229629629629631,-0.1333333333333333,0.30952380952380953,0.5952380952380952,0.31373006549871923
hist_gbdt,gbdt,iris,0,0.0,ok,,105,0,1.0,1.0,0.9777777777777777,0.9925925925925926,0.022222222222222254,,,
hist_gbdt,gbdt,iris,0,0.05,ok,,105,5,1.0,0.9523809523809523,0.9555555555555556,0.9955555555555556,0.0444444444444444,1.0,0.0,0.8848551228432726
hist_gbdt,gbdt,iris,0,0.1,ok,,105,10,0.9714285714285714,0.9142857142857143,0.9555555555555556,0.9866666666666667,0.015873015873015817,0.8,0.2,0.629345514406195
hist_gbdt,gbdt,iris,0,0.2,ok,,105,21,0.8857142857142857,0.9047619047619048,0.9555555555555556,0.9844444444444446,-0.06984126984126993,0.42857142857142855,0.5238095238095238,0.4808136493728496
hist_gbdt,gbdt,iris,0,0.3,ok,,105,32,0.8666666666666667,0.780952380952381,0.9333333333333333,0.9755555555555556,-0.06666666666666665,0.59375,0.3125,0.4692382257820609
hist_gbdt,gbdt,iris,0,0.4,ok,,105,42,0.7904761904761904,0.7619047619047619,0.9333333333333333,0.9703703703703704,-0.1428571428571429,0.5238095238095238,0.4523809523809524,0.48723653362235725
xgboost,gbdt,iris,0,0.0,ok,,105,0,1.0,1.0,0.8888888888888888,0.9651851851851853,0.11111111111111116,,,
xgboost,gbdt,iris,0,0.05,ok,,105,5,1.0,0.9523809523809523,0.9555555555555556,0.9955555555555554,0.0444444444444444,1.0,0.0,0.8310642957687377
xgboost,gbdt,iris,0,0.1,ok,,105,10,1.0,0.9047619047619048,0.8888888888888888,0.9755555555555556,0.11111111111111116,1.0,0.0,0.8733056247234344
xgboost,gbdt,iris,0,0.2,ok,,105,21,1.0,0.8,0.8666666666666667,0.9733333333333333,0.1333333333333333,1.0,0.0,0.8957976358277457
xgboost,gbdt,iris,0,0.3,ok,,105,32,1.0,0.6952380952380952,0.8444444444444444,0.9607407407407408,0.15555555555555556,1.0,0.0,0.928027655929327
xgboost,gbdt,iris,0,0.4,ok,,105,42,1.0,0.6,0.7111111111111111,0.8792592592592593,0.28888888888888886,1.0,0.0,0.9345400276638213
catboost,gbdt,iris,0,0.0,ok,,105,0,1.0,1.0,0.9777777777777777,0.9955555555555556,0.022222222222222254,,,
catboost,gbdt,iris,0,0.05,ok,,105,5,1.0,0.9523809523809523,0.9777777777777777,0.997037037037037,0.022222222222222254,1.0,0.0,0.9361625919829961
catboost,gbdt,iris,0,0.1,ok,,105,10,1.0,0.9047619047619048,0.9555555555555556,0.9955555555555556,0.0444444444444444,1.0,0.0,0.870621096572569
catboost,gbdt,iris,0,0.2,ok,,105,21,1.0,0.8,0.9111111111111111,0.994074074074074,0.0888888888888889,1.0,0.0,0.8348508095218243
catboost,gbdt,iris,0,0.3,ok,,105,32,1.0,0.6952380952380952,0.9111111111111111,0.9785185185185185,0.0888888888888889,1.0,0.0,0.8748788773196974
catboost,gbdt,iris,0,0.4,ok,,105,42,1.0,0.6,0.7333333333333333,0.9022222222222221,0.2666666666666667,1.0,0.0,0.8628456278428025
tabicl,icl,iris,0,0.0,ok,,105,0,0.9904761904761905,0.9904761904761905,0.9777777777777777,1.0,0.012698412698412764,,,
tabicl,icl,iris,0,0.05,ok,,105,5,0.9523809523809523,0.9809523809523809,0.9777777777777777,1.0,-0.025396825396825418,0.2,0.8,0.23923954516649246
tabicl,icl,iris,0,0.1,ok,,105,10,0.8952380952380953,0.9904761904761905,1.0,1.0,-0.10476190476190472,0.0,1.0,0.2436098039150238
tabicl,icl,iris,0,0.2,ok,,105,21,0.8285714285714286,0.9428571428571428,0.9777777777777777,0.9985185185185186,-0.14920634920634912,0.19047619047619047,0.7619047619047619,0.20579698717310316
tabicl,icl,iris,0,0.3,ok,,105,32,0.8857142857142857,0.8,0.9555555555555556,0.9992592592592593,-0.06984126984126993,0.625,0.34375,0.41547094797715545
tabicl,icl,iris,0,0.4,ok,,105,42,0.7904761904761904,0.8095238095238095,0.9333333333333333,0.9925925925925926,-0.1428571428571429,0.47619047619047616,0.5238095238095238,0.4248539063902128
tabpfn,icl,iris,0,0.0,ok,,105,0,0.9809523809523809,0.9809523809523809,0.9777777777777777,1.0,0.0031746031746031633,,,
tabpfn,icl,iris,0,0.05,ok,,105,5,0.9428571428571428,0.9714285714285714,0.9777777777777777,0.9992592592592593,-0.03492063492063491,0.2,0.8,0.24479594081640244
tabpfn,icl,iris,0,0.1,ok,,105,10,0.8952380952380953,0.9904761904761905,0.9777777777777777,0.9992592592592593,-0.08253968253968247,0.0,1.0,0.17487038001418115
tabpfn,icl,iris,0,0.2,ok,,105,21,0.819047619047619,0.9523809523809523,0.9777777777777777,0.9985185185185186,-0.15873015873015872,0.14285714285714285,0.8095238095238095,0.22145480378752663
tabpfn,icl,iris,0,0.3,ok,,105,32,0.8761904761904762,0.819047619047619,0.8888888888888888,0.9985185185185186,-0.012698412698412653,0.59375,0.40625,0.42031062580645084
tabpfn,icl,iris,0,0.4,ok,,105,42,0.7142857142857143,0.8571428571428571,0.9333333333333333,0.9962962962962963,-0.21904761904761905,0.30952380952380953,0.6666666666666666,0.38049623565304846
logreg,linear,digits,0,0.0,ok,,1257,0,0.9976133651551312,0.9976133651551312,0.9685185185185186,0.9986194387998962,0.02909484663661266,,,
logreg,linear,digits,0,0.05,ok,,1257,63,0.9347653142402546,0.9785202863961814,0.9314814814814815,0.9942943478373184,0.0032838327587730864,0.06349206349206349,0.9365079365079365,0.11929035716934623
logreg,linear,digits,0,0.1,ok,,1257,126,0.8774860779634049,0.960222752585521,0.8907407407407407,0.9927762410252159,-0.01325466277733578,0.047619047619047616,0.873015873015873,0.1018484303039131
logreg,linear,digits,0,0.2,ok,,1257,251,0.7796340493237868,0.9403341288782816,0.8851851851851852,0.9885891395936361,-0.10555113586139842,0.04780876494023904,0.852589641434263,0.10580766868016006
logreg,linear,digits,0,0.3,ok,,1257,377,0.684964200477327,0.9029435163086714,0.8444444444444444,0.9797333049045738,-0.15948024396711746,0.07692307692307693,0.8037135278514589,0.10453328407608792
logreg,linear,digits,0,0.4,ok,,1257,503,0.5767700875099443,0.8822593476531424,0.8074074074074075,0.9708942329416643,-0.23063731989746317,0.0636182902584493,0.827037773359841,0.11119658637022944
hist_gbdt,gbdt,digits,0,0.0,ok,,1257,0,1.0,1.0,0.9685185185185186,0.999264907392293,0.031481481481481444,,,
hist_gbdt,gbdt,digits,0,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9629629629629629,0.9987926070746109,0.03703703703703709,1.0,0.0,0.9998489014951105
hist_gbdt,gbdt,digits,0,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9481481481481482,0.998074508044073,0.051851851851851816,1.0,0.0,0.9998548706225111
hist_gbdt,gbdt,digits,0,0.2,ok,,1257,251,1.0,0.8003182179793158,0.9314814814814815,0.99802651169717,0.06851851851851853,1.0,0.0,0.9998197445459277
hist_gbdt,gbdt,digits,0,0.3,ok,,1257,377,1.0,0.700079554494829,0.9037037037037037,0.9948835709094193,0.09629629629629632,1.0,0.0,0.9997139846525204
hist_gbdt,gbdt,digits,0,0.4,ok,,1257,503,1.0,0.5998408910103421,0.8425925925925926,0.9870383521116706,0.15740740740740744,1.0,0.0,0.9994543787154508
xgboost,gbdt,digits,0,0.0,ok,,1257,0,1.0,1.0,0.9685185185185186,0.9989648136338609,0.031481481481481444,,,
xgboost,gbdt,digits,0,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9611111111111111,0.9988353653772066,0.03888888888888886,1.0,0.0,0.9607837398846945
xgboost,gbdt,digits,0,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9462962962962963,0.9982664690081823,0.0537037037037037,1.0,0.0,0.9715303513738844
xgboost,gbdt,digits,0,0.2,ok,,1257,251,1.0,0.8003182179793158,0.9055555555555556,0.9959137022585732,0.09444444444444444,1.0,0.0,0.9776885697091243
xgboost,gbdt,digits,0,0.3,ok,,1257,377,1.0,0.700079554494829,0.8907407407407407,0.9925519373224875,0.10925925925925928,1.0,0.0,0.9803302599517357
xgboost,gbdt,digits,0,0.4,ok,,1257,503,1.0,0.5998408910103421,0.8222222222222222,0.9798862229878897,0.1777777777777778,1.0,0.0,0.9821909212212914
catboost,gbdt,digits,0,0.0,ok,,1257,0,1.0,1.0,0.9833333333333333,0.9992899113249436,0.01666666666666672,,,
catboost,gbdt,digits,0,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9722222222222222,0.999062586956341,0.02777777777777779,1.0,0.0,0.7654268894939665
catboost,gbdt,digits,0,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9462962962962963,0.998500530543029,0.0537037037037037,1.0,0.0,0.7631721840180844
catboost,gbdt,digits,0,0.2,ok,,1257,251,0.9992044550517104,0.8011137629276054,0.9277777777777778,0.9962512351960967,0.07142667727393259,0.9960159362549801,0.00398406374501992,0.7354427833371427
catboost,gbdt,digits,0,0.3,ok,,1257,377,0.9984089101034208,0.7016706443914081,0.9203703703703704,0.9948493373922332,0.07803853973305042,0.9946949602122016,0.005305039787798408,0.7190965213488021
catboost,gbdt,digits,0,0.4,ok,,1257,503,0.9992044550517104,0.6006364359586317,0.8703703703703703,0.9864856386730991,0.12883408468134006,0.9980119284294234,0.0019880715705765406,0.7405923249037737
tabicl,icl,digits,0,0.0,ok,,1257,0,1.0,1.0,0.987037037037037,0.999950388893672,0.012962962962962954,,,
tabicl,icl,digits,0,0.05,ok,,1257,63,0.9506762132060461,0.9992044550517104,0.9851851851851852,0.9998626194776206,-0.03450897197913905,0.015873015873015872,0.9841269841269841,0.0874072810457576
tabicl,icl,digits,0,0.1,ok,,1257,126,0.903739061256961,0.9960222752585521,0.9833333333333333,0.9998847685966818,-0.07959427207637226,0.03968253968253968,0.9603174603174603,0.062337356804323105
tabicl,icl,digits,0,0.2,ok,,1257,251,0.807478122513922,0.9904534606205251,0.9851851851851852,0.9996076236561263,-0.17770706267126313,0.035856573705179286,0.952191235059761,0.09771636017854232
tabicl,icl,digits,0,0.3,ok,,1257,377,0.7080350039777248,0.9856801909307876,0.987037037037037,0.9998586099758437,-0.27900203305931226,0.03183023872679045,0.9575596816976127,0.06890626700313401
tabicl,icl,digits,0,0.4,ok,,1257,503,0.6085918854415274,0.9832935560859188,0.9796296296296296,0.9996975018864663,-0.3710377441881022,0.02584493041749503,0.9622266401590457,0.07559589072173206
tabpfn,icl,digits,0,0.0,ok,,1257,0,1.0,1.0,0.9907407407407407,0.9999392727448416,0.0092592592592593,,,
tabpfn,icl,digits,0,0.05,ok,,1257,63,0.9514717581543357,0.9984089101034208,0.9851851851851852,0.9998969058263215,-0.03371342703084945,0.031746031746031744,0.9682539682539683,0.1364922389565479
tabpfn,icl,digits,0,0.1,ok,,1257,126,0.9021479713603818,0.9976133651551312,0.9851851851851852,0.9997672148638328,-0.08303721382480334,0.023809523809523808,0.9761904761904762,0.06591378186371118
tabpfn,icl,digits,0,0.2,ok,,1257,251,0.8066825775656324,0.9896579156722355,0.9777777777777777,0.9998017330693744,-0.1710952002121453,0.03187250996015936,0.9482071713147411,0.08305525530753026
tabpfn,icl,digits,0,0.3,ok,,1257,377,0.7072394590294352,0.9840891010342084,0.9833333333333333,0.9993932820351967,-0.2760938743038981,0.03183023872679045,0.9549071618037135,0.06958780984149687
tabpfn,icl,digits,0,0.4,ok,,1257,503,0.6109785202863962,0.9737470167064439,0.9722222222222222,0.9993650336043087,-0.361243701935826,0.033797216699801194,0.9403578528827038,0.08134282778422709
logreg,linear,synthetic_mixed,0,0.0,ok,,420,0,0.9857142857142858,0.9857142857142858,0.9555555555555556,0.9942592592592593,0.030158730158730163,,,
logreg,linear,synthetic_mixed,0,0.05,ok,,420,21,0.9071428571428571,0.9452380952380952,0.9,0.9789351851851853,0.0071428571428571175,0.09523809523809523,0.8571428571428571,0.14465081468350702
logreg,linear,synthetic_mixed,0,0.1,ok,,420,42,0.8523809523809524,0.9119047619047619,0.8611111111111112,0.958611111111111,-0.00873015873015881,0.16666666666666666,0.7619047619047619,0.20806340506519033
logreg,linear,synthetic_mixed,0,0.2,ok,,420,84,0.7023809523809523,0.8047619047619048,0.7333333333333333,0.8901851851851852,-0.030952380952380953,0.19047619047619047,0.7023809523809523,0.2397849143720703
logreg,linear,synthetic_mixed,0,0.3,ok,,420,126,0.6071428571428571,0.7476190476190476,0.7,0.8399537037037037,-0.09285714285714286,0.19047619047619047,0.6587301587301587,0.2749800235602594
logreg,linear,synthetic_mixed,0,0.4,ok,,420,168,0.5785714285714286,0.7095238095238096,0.6833333333333333,0.8272685185185186,-0.10476190476190472,0.26785714285714285,0.5952380952380952,0.30585465463660744
hist_gbdt,gbdt,synthetic_mixed,0,0.0,ok,,420,0,1.0,1.0,0.8666666666666667,0.9648148148148149,0.1333333333333333,,,
hist_gbdt,gbdt,synthetic_mixed,0,0.05,ok,,420,21,1.0,0.95,0.8222222222222222,0.9527314814814815,0.1777777777777778,1.0,0.0,0.9659035461353511
hist_gbdt,gbdt,synthetic_mixed,0,0.1,ok,,420,42,1.0,0.9,0.7666666666666667,0.9119907407407407,0.23333333333333328,1.0,0.0,0.9450283882222411
hist_gbdt,gbdt,synthetic_mixed,0,0.2,ok,,420,84,1.0,0.8,0.7666666666666667,0.8981481481481483,0.23333333333333328,1.0,0.0,0.9068312667496169
hist_gbdt,gbdt,synthetic_mixed,0,0.3,ok,,420,126,1.0,0.7,0.6722222222222223,0.835,0.3277777777777777,1.0,0.0,0.8758053714451532
hist_gbdt,gbdt,synthetic_mixed,0,0.4,ok,,420,168,1.0,0.6,0.6222222222222222,0.8197222222222221,0.37777777777777777,1.0,0.0,0.8716631962857513
xgboost,gbdt,synthetic_mixed,0,0.0,ok,,420,0,1.0,1.0,0.8833333333333333,0.9621759259259259,0.1166666666666667,,,
xgboost,gbdt,synthetic_mixed,0,0.05,ok,,420,21,1.0,0.95,0.8111111111111111,0.9429629629629629,0.18888888888888888,1.0,0.0,0.9589192952428546
xgboost,gbdt,synthetic_mixed,0,0.1,ok,,420,42,1.0,0.9,0.7833333333333333,0.9110648148148147,0.21666666666666667,1.0,0.0,0.9641046878837404
xgboost,gbdt,synthetic_mixed,0,0.2,ok,,420,84,1.0,0.8,0.7333333333333333,0.9044907407407408,0.2666666666666667,1.0,0.0,0.9674490477357592
xgboost,gbdt,synthetic_mixed,0,0.3,ok,,420,126,1.0,0.7,0.6833333333333333,0.8433796296296298,0.31666666666666665,1.0,0.0,0.9699064616173033
xgboost,gbdt,synthetic_mixed,0,0.4,ok,,420,168,1.0,0.6,0.6388888888888888,0.8123148148148148,0.36111111111111116,1.0,0.0,0.9722883421040717
catboost,gbdt,synthetic_mixed,0,0.0,ok,,420,0,1.0,1.0,0.8722222222222222,0.9726851851851852,0.12777777777777777,,,
catboost,gbdt,synthetic_mixed,0,0.05,ok,,420,21,1.0,0.95,0.8611111111111112,0.9624999999999999,0.13888888888888884,1.0,0.0,0.8265143276692687
catboost,gbdt,synthetic_mixed,0,0.1,ok,,420,42,1.0,0.9,0.8333333333333334,0.9430555555555555,0.16666666666666663,1.0,0.0,0.8087748016883274
catboost,gbdt,synthetic_mixed,0,0.2,ok,,420,84,1.0,0.8,0.7777777777777778,0.9242129629629631,0.2222222222222222,1.0,0.0,0.8061554427977471
catboost,gbdt,synthetic_mixed,0,0.3,ok,,420,126,1.0,0.7,0.7,0.8531944444444445,0.30000000000000004,1.0,0.0,0.8176497154925596
catboost,gbdt,synthetic_mixed,0,0.4,ok,,420,168,1.0,0.6,0.6833333333333333,0.8213425925925927,0.31666666666666665,1.0,0.0,0.8266634621639546
tabicl,icl,synthetic_mixed,0,0.0,ok,,420,0,1.0,1.0,0.9611111111111111,0.9982407407407408,0.03888888888888886,,,
tabicl,icl,synthetic_mixed,0,0.05,ok,,420,21,0.95,0.9928571428571429,0.9611111111111111,0.9983796296296297,-0.011111111111111183,0.047619047619047616,0.9047619047619048,0.06531859144923233
tabicl,icl,synthetic_mixed,0,0.1,ok,,420,42,0.8952380952380953,0.9904761904761905,0.95,0.9956018518518518,-0.05476190476190468,0.023809523809523808,0.9761904761904762,0.1284789400884793
tabicl,icl,synthetic_mixed,0,0.2,ok,,420,84,0.7857142857142857,0.9547619047619048,0.9333333333333333,0.9929166666666666,-0.14761904761904765,0.05952380952380952,0.9047619047619048,0.1825034653856641
tabicl,icl,synthetic_mixed,0,0.3,ok,,420,126,0.7023809523809523,0.9476190476190476,0.9444444444444444,0.9888888888888889,-0.2420634920634921,0.07142857142857142,0.8888888888888888,0.22296385183220818
tabicl,icl,synthetic_mixed,0,0.4,ok,,420,168,0.5761904761904761,0.8476190476190476,0.7888888888888889,0.9454629629629631,-0.21269841269841272,0.10714285714285714,0.7857142857142857,0.28726498574195874
tabpfn,icl,synthetic_mixed,0,0.0,ok,,420,0,1.0,1.0,0.9722222222222222,0.9967592592592592,0.02777777777777779,,,
tabpfn,icl,synthetic_mixed,0,0.05,ok,,420,21,0.9523809523809523,0.9976190476190476,0.9666666666666667,0.9972222222222222,-0.014285714285714346,0.047619047619047616,0.9523809523809523,0.2138256554802259
tabpfn,icl,synthetic_mixed,0,0.1,ok,,420,42,0.9380952380952381,0.9619047619047619,0.95,0.9951851851851852,-0.011904761904761862,0.38095238095238093,0.6190476190476191,0.4526424248303686
tabpfn,icl,synthetic_mixed,0,0.2,ok,,420,84,0.9857142857142858,0.8142857142857143,0.95,0.9951851851851852,0.03571428571428581,0.9285714285714286,0.07142857142857142,0.6636463109226454
tabpfn,icl,synthetic_mixed,0,0.3,ok,,420,126,0.8595238095238096,0.8357142857142857,0.9333333333333333,0.9841666666666665,-0.07380952380952377,0.5317460317460317,0.4523809523809524,0.46942096451918286
tabpfn,icl,synthetic_mixed,0,0.4,ok,,420,168,0.9976190476190476,0.6023809523809524,0.8166666666666667,0.95375,0.18095238095238098,0.9940476190476191,0.005952380952380952,0.6744073382800534
logreg,linear,breast_cancer,1,0.0,ok,,398,0,0.992462311557789,0.992462311557789,0.9707602339181286,0.9967873831775701,0.021702077639660367,,,
logreg,linear,breast_cancer,1,0.05,ok,,398,20,0.9346733668341709,0.9849246231155779,0.9415204678362573,0.9814544392523364,-0.006847101002086409,0.0,1.0,0.1356363563165302
logreg,linear,breast_cancer,1,0.1,ok,,398,40,0.8768844221105527,0.9673366834170855,0.9415204678362573,0.9858352803738317,-0.06463604572570458,0.05,0.95,0.19240271850114118
logreg,linear,breast_cancer,1,0.2,ok,,398,80,0.7663316582914573,0.9472361809045227,0.9122807017543859,0.9653913551401869,-0.14594904346292858,0.05,0.95,0.29229763537866854
logreg,linear,breast_cancer,1,0.3,ok,,398,119,0.6934673366834171,0.8517587939698492,0.8538011695906432,0.9234813084112148,-0.16033383290722614,0.23529411764705882,0.7647058823529411,0.39842530072182003
logreg,linear,breast_cancer,1,0.4,ok,,398,159,0.6005025125628141,0.7537688442211056,0.7660818713450293,0.8051985981308412,-0.1655793587822152,0.3081761006289308,0.6918238993710691,0.4551665131422736
hist_gbdt,gbdt,breast_cancer,1,0.0,ok,,398,0,1.0,1.0,0.9590643274853801,0.9937207943925234,0.040935672514619936,,,
hist_gbdt,gbdt,breast_cancer,1,0.05,ok,,398,20,1.0,0.949748743718593,0.935672514619883,0.9872955607476636,0.06432748538011701,1.0,0.0,0.9654095632447209
hist_gbdt,gbdt,breast_cancer,1,0.1,ok,,398,40,1.0,0.8994974874371859,0.9064327485380117,0.9680198598130841,0.0935672514619883,1.0,0.0,0.9569480487088871
hist_gbdt,gbdt,breast_cancer,1,0.2,ok,,398,80,1.0,0.7989949748743719,0.8245614035087719,0.9370619158878504,0.17543859649122806,1.0,0.0,0.9281797819164094
hist_gbdt,gbdt,breast_cancer,1,0.3,ok,,398,119,1.0,0.7010050251256281,0.7660818713450293,0.8612733644859812,0.23391812865497075,1.0,0.0,0.9190081096997766
hist_gbdt,gbdt,breast_cancer,1,0.4,ok,,398,159,1.0,0.6005025125628141,0.5964912280701754,0.6317172897196262,0.4035087719298246,1.0,0.0,0.9106411154682483
xgboost,gbdt,breast_cancer,1,0.0,ok,,398,0,1.0,1.0,0.9532163742690059,0.9944509345794392,0.04678362573099415,,,
xgboost,gbdt,breast_cancer,1,0.05,ok,,398,20,1.0,0.949748743718593,0.9415204678362573,0.9897780373831776,0.05847953216374269,1.0,0.0,0.9487663149833679
