model,family,dataset_id,seed,lambda,status,error_message,n_train,n_flipped,noisy_train_accuracy,clean_train_accuracy,clean_test_accuracy,clean_test_auc,train_test_gap,noisy_label_fit_rate,clean_label_recovery_rate,confidence_on_flipped_samples
hist_gbdt,gbdt,breast_cancer,2,0.4,ok,,398,159,1.0,0.6005025125628141,0.7309941520467836,0.8046144859813084,0.26900584795321636,1.0,0.0,0.9228083618317405
xgboost,gbdt,breast_cancer,2,0.0,ok,,398,0,1.0,1.0,0.9590643274853801,0.9886098130841121,0.040935672514619936,,,
xgboost,gbdt,breast_cancer,2,0.05,ok,,398,20,1.0,0.949748743718593,0.9532163742690059,0.9706483644859814,0.04678362573099415,1.0,0.0,0.9426590442657471
xgboost,gbdt,breast_cancer,2,0.1,ok,,398,40,1.0,0.8994974874371859,0.9415204678362573,0.9821845794392523,0.05847953216374269,1.0,0.0,0.9625275552272796
xgboost,gbdt,breast_cancer,2,0.2,ok,,398,80,1.0,0.7989949748743719,0.8421052631578947,0.9392523364485982,0.1578947368421053,1.0,0.0,0.9746267706155777
xgboost,gbdt,breast_cancer,2,0.3,ok,,398,119,1.0,0.7010050251256281,0.8070175438596491,0.868428738317757,0.19298245614035092,1.0,0.0,0.9791063090332416
xgboost,gbdt,breast_cancer,2,0.4,ok,,398,159,1.0,0.6005025125628141,0.7368421052631579,0.8057827102803738,0.26315789473684215,1.0,0.0,0.9828877936369218
catboost,gbdt,breast_cancer,2,0.0,ok,,398,0,1.0,1.0,0.9590643274853801,0.9922605140186915,0.040935672514619936,,,
catboost,gbdt,breast_cancer,2,0.05,ok,,398,20,0.9849246231155779,0.964824120603015,0.9532163742690059,0.9908002336448598,0.031708248846572085,0.7,0.3,0.5774196676794888
catboost,gbdt,breast_cancer,2,0.1,ok,,398,40,0.9899497487437185,0.9095477386934674,0.9649122807017544,0.9897780373831776,0.02503746804196416,0.9,0.1,0.6314468322174364
catboost,gbdt,breast_cancer,2,0.2,ok,,398,80,0.9798994974874372,0.8190954773869347,0.935672514619883,0.9883177570093458,0.04422698286755422,0.9,0.1,0.6267226246229406
catboost,gbdt,breast_cancer,2,0.3,ok,,398,119,0.9673366834170855,0.7336683417085427,0.8947368421052632,0.966267523364486,0.07259984131182229,0.8907563025210085,0.1092436974789916,0.6460411178205391
catboost,gbdt,breast_cancer,2,0.4,ok,,398,159,0.992462311557789,0.6080402010050251,0.783625730994152,0.8589369158878504,0.20883658056363696,0.9811320754716981,0.018867924528301886,0.6927388854767387
tabicl,icl,breast_cancer,2,0.0,ok,,398,0,1.0,1.0,0.9883040935672515,0.9978095794392523,0.011695906432748537,,,
tabicl,icl,breast_cancer,2,0.05,ok,,398,20,0.949748743718593,0.9949748743718593,0.9766081871345029,0.9940128504672897,-0.026859443415909956,0.05,0.95,0.2441446803510189
tabicl,icl,breast_cancer,2,0.1,ok,,398,40,0.9120603015075377,0.9773869346733668,0.9707602339181286,0.9937207943925234,-0.058699932410590905,0.175,0.825,0.4221246547996998
tabicl,icl,breast_cancer,2,0.2,ok,,398,80,0.9899497487437185,0.8090452261306532,0.9707602339181286,0.9887558411214953,0.01918951482558995,0.95,0.05,0.6054260905832052
tabicl,icl,breast_cancer,2,0.3,ok,,398,119,0.8316582914572864,0.864321608040201,0.9122807017543859,0.9797021028037383,-0.08062241029709949,0.44537815126050423,0.5546218487394958,0.49188886695549267
tabicl,icl,breast_cancer,2,0.4,ok,,398,159,0.6708542713567839,0.8592964824120602,0.8304093567251462,0.9001168224299065,-0.15955508536836227,0.2641509433962264,0.7358490566037735,0.4520578180094185
tabpfn,icl,breast_cancer,2,0.0,ok,,398,0,1.0,1.0,0.9707602339181286,0.9981016355140186,0.0292397660818714,,,
tabpfn,icl,breast_cancer,2,0.05,ok,,398,20,0.9974874371859297,0.9522613065326633,0.9824561403508771,0.9988317757009346,0.015031296835052554,0.95,0.05,0.8388510107994079
tabpfn,icl,breast_cancer,2,0.1,ok,,398,40,1.0,0.8994974874371859,0.9766081871345029,0.9948890186915887,0.023391812865497075,1.0,0.0,0.8672269701957702
tabpfn,icl,breast_cancer,2,0.2,ok,,398,80,1.0,0.7989949748743719,0.9649122807017544,0.9846670560747663,0.03508771929824561,1.0,0.0,0.8844024620950222
tabpfn,icl,breast_cancer,2,0.3,ok,,398,119,1.0,0.7010050251256281,0.9064327485380117,0.9724007009345794,0.0935672514619883,1.0,0.0,0.9604117389486617
tabpfn,icl,breast_cancer,2,0.4,ok,,398,159,1.0,0.6005025125628141,0.8654970760233918,0.9464077102803738,0.13450292397660824,1.0,0.0,0.9784841380029354
logreg,linear,wine,2,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,1.0,0.01851851851851849,,,
logreg,linear,wine,2,0.05,ok,,124,6,0.9435483870967742,0.9919354838709677,0.9629629629629629,0.9980091924536368,-0.019414575866188666,0.0,1.0,0.13667595280322783
logreg,linear,wine,2,0.1,ok,,124,12,0.9193548387096774,0.9758064516129032,0.9629629629629629,0.997987197987198,-0.04360812425328553,0.16666666666666666,0.75,0.22923786843913743
logreg,linear,wine,2,0.2,ok,,124,25,0.8145161290322581,0.9274193548387096,0.8518518518518519,0.9510473066028622,-0.03733572281959374,0.2,0.76,0.29524659955293514
logreg,linear,wine,2,0.3,ok,,124,37,0.7096774193548387,0.9112903225806451,0.8333333333333334,0.948193267637712,-0.12365591397849462,0.13513513513513514,0.8108108108108109,0.24598635212088907
logreg,linear,wine,2,0.4,ok,,124,50,0.6290322580645161,0.8467741935483871,0.7592592592592593,0.925820681376237,-0.13022700119474317,0.2,0.74,0.2728802356279537
hist_gbdt,gbdt,wine,2,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,1.0,0.01851851851851849,,,
hist_gbdt,gbdt,wine,2,0.05,ok,,124,6,1.0,0.9516129032258065,1.0,1.0,0.0,1.0,0.0,0.992513398310069
hist_gbdt,gbdt,wine,2,0.1,ok,,124,12,1.0,0.9032258064516129,0.9259259259259259,0.9870385787052455,0.07407407407407407,1.0,0.0,0.9829227519288136
hist_gbdt,gbdt,wine,2,0.2,ok,,124,25,1.0,0.7983870967741935,0.7777777777777778,0.8964079130745798,0.2222222222222222,1.0,0.0,0.9504776639563494
hist_gbdt,gbdt,wine,2,0.3,ok,,124,37,1.0,0.7016129032258065,0.7407407407407407,0.8952296674518898,0.2592592592592593,1.0,0.0,0.9069885286935941
hist_gbdt,gbdt,wine,2,0.4,ok,,124,50,1.0,0.5967741935483871,0.6851851851851852,0.8645507784396673,0.31481481481481477,1.0,0.0,0.8775961281184114
xgboost,gbdt,wine,2,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,1.0,0.01851851851851849,,,
xgboost,gbdt,wine,2,0.05,ok,,124,6,1.0,0.9516129032258065,1.0,1.0,0.0,1.0,0.0,0.9105407396952311
xgboost,gbdt,wine,2,0.1,ok,,124,12,1.0,0.9032258064516129,0.9444444444444444,0.9919487919487918,0.05555555555555558,1.0,0.0,0.9456008821725845
xgboost,gbdt,wine,2,0.2,ok,,124,25,1.0,0.7983870967741935,0.8148148148148148,0.9434230378674823,0.18518518518518523,1.0,0.0,0.9606929755210877
xgboost,gbdt,wine,2,0.3,ok,,124,37,1.0,0.7016129032258065,0.7592592592592593,0.9057454890788224,0.2407407407407407,1.0,0.0,0.9670134508931959
xgboost,gbdt,wine,2,0.4,ok,,124,50,1.0,0.5967741935483871,0.7037037037037037,0.9006395867506979,0.2962962962962963,1.0,0.0,0.9728578627109528
catboost,gbdt,wine,2,0.0,ok,,124,0,1.0,1.0,0.9814814814814815,0.9960183849072738,0.01851851851851849,,,
catboost,gbdt,wine,2,0.05,ok,,124,6,1.0,0.9516129032258065,1.0,1.0,0.0,1.0,0.0,0.9325108541961908
catboost,gbdt,wine,2,0.1,ok,,124,12,1.0,0.9032258064516129,0.9814814814814815,0.9995189995189996,0.01851851851851849,1.0,0.0,0.9273365450930525
catboost,gbdt,wine,2,0.2,ok,,124,25,1.0,0.7983870967741935,0.8888888888888888,0.9954819871486538,0.11111111111111116,1.0,0.0,0.9215233461347926
catboost,gbdt,wine,2,0.3,ok,,124,37,1.0,0.7016129032258065,0.8703703703703703,0.9683766850433516,0.12962962962962965,1.0,0.0,0.9274045786816282
catboost,gbdt,wine,2,0.4,ok,,124,50,1.0,0.5967741935483871,0.7777777777777778,0.9379960574405019,0.2222222222222222,1.0,0.0,0.9317126598615773
tabicl,icl,wine,2,0.0,ok,,124,0,1.0,1.0,1.0,1.0,0.0,,,
tabicl,icl,wine,2,0.05,ok,,124,6,0.9435483870967742,0.9919354838709677,1.0,1.0,-0.056451612903225756,0.0,1.0,0.109807255367438
tabicl,icl,wine,2,0.1,ok,,124,12,0.9274193548387096,0.9758064516129032,0.9814814814814815,1.0,-0.05406212664277188,0.25,0.75,0.39683899904290837
tabicl,icl,wine,2,0.2,ok,,124,25,0.8548387096774194,0.9354838709677419,0.9259259259259259,1.0,-0.07108721624850656,0.28,0.68,0.35284503400325773
tabicl,icl,wine,2,0.3,ok,,124,37,0.7580645161290323,0.9435483870967742,0.9629629629629629,0.998075998075998,-0.20489844683393066,0.1891891891891892,0.8108108108108109,0.3291715794318431
tabicl,icl,wine,2,0.4,ok,,124,50,0.7983870967741935,0.7983870967741935,0.9814814814814815,0.998949198949199,-0.183094384707288,0.5,0.5,0.39543547451496125
tabpfn,icl,wine,2,0.0,ok,,124,0,1.0,1.0,1.0,1.0,0.0,,,
tabpfn,icl,wine,2,0.05,ok,,124,6,0.9838709677419355,0.967741935483871,1.0,1.0,-0.016129032258064502,0.6666666666666666,0.3333333333333333,0.49272992834448814
tabpfn,icl,wine,2,0.1,ok,,124,12,0.9838709677419355,0.9193548387096774,0.9814814814814815,1.0,0.002389486260453988,0.8333333333333334,0.16666666666666666,0.6738058415551981
tabpfn,icl,wine,2,0.2,ok,,124,25,0.9919354838709677,0.8064516129032258,0.9629629629629629,1.0,0.02897252090800484,0.96,0.04,0.7424753272533416
tabpfn,icl,wine,2,0.3,ok,,124,37,1.0,0.7016129032258065,0.9444444444444444,0.9965995938218161,0.05555555555555558,1.0,0.0,0.7567545538013046
tabpfn,icl,wine,2,0.4,ok,,124,50,0.9032258064516129,0.6935483870967742,0.9629629629629629,0.9971139971139972,-0.05973715651135003,0.76,0.24,0.5116537165641785
logreg,linear,iris,2,0.0,ok,,105,0,0.9904761904761905,0.9904761904761905,0.9555555555555556,0.9955555555555556,0.03492063492063491,,,
logreg,linear,iris,2,0.05,ok,,105,5,0.9238095238095239,0.9714285714285714,0.9333333333333333,0.9933333333333333,-0.00952380952380949,0.0,1.0,0.1974366940728561
logreg,linear,iris,2,0.1,ok,,105,10,0.8476190476190476,0.9142857142857143,0.9333333333333333,0.985925925925926,-0.08571428571428574,0.1,0.8,0.20564247723147638
logreg,linear,iris,2,0.2,ok,,105,21,0.7238095238095238,0.8095238095238095,0.7777777777777778,0.9607407407407407,-0.053968253968254,0.23809523809523808,0.6666666666666666,0.2813173676453413
logreg,linear,iris,2,0.3,ok,,105,32,0.5523809523809524,0.8380952380952381,0.8222222222222222,0.9607407407407408,-0.26984126984126977,0.0,0.9375,0.2215598142793002
logreg,linear,iris,2,0.4,ok,,105,42,0.5619047619047619,0.9142857142857143,0.8888888888888888,0.9740740740740742,-0.32698412698412693,0.047619047619047616,0.9285714285714286,0.2966895226999886
hist_gbdt,gbdt,iris,2,0.0,ok,,105,0,1.0,1.0,0.9555555555555556,0.9925925925925926,0.0444444444444444,,,
hist_gbdt,gbdt,iris,2,0.05,ok,,105,5,0.9809523809523809,0.9714285714285714,0.8888888888888888,0.9896296296296296,0.09206349206349207,0.6,0.4,0.6632167644537186
hist_gbdt,gbdt,iris,2,0.1,ok,,105,10,0.9619047619047619,0.9428571428571428,0.9111111111111111,0.9896296296296296,0.050793650793650835,0.6,0.4,0.5663069463766129
hist_gbdt,gbdt,iris,2,0.2,ok,,105,21,0.8666666666666667,0.8952380952380953,0.8666666666666667,0.9555555555555554,0.0,0.42857142857142855,0.5714285714285714,0.4509305142862371
hist_gbdt,gbdt,iris,2,0.3,ok,,105,32,0.8476190476190476,0.8095238095238095,0.8444444444444444,0.9488888888888889,0.0031746031746031633,0.5625,0.4375,0.45347057541537117
hist_gbdt,gbdt,iris,2,0.4,ok,,105,42,0.8380952380952381,0.7333333333333333,0.6666666666666666,0.8362962962962963,0.17142857142857149,0.6190476190476191,0.35714285714285715,0.47650178219088946
xgboost,gbdt,iris,2,0.0,ok,,105,0,1.0,1.0,0.8888888888888888,0.971111111111111,0.11111111111111116,,,
xgboost,gbdt,iris,2,0.05,ok,,105,5,1.0,0.9523809523809523,0.8888888888888888,0.9881481481481481,0.11111111111111116,1.0,0.0,0.8447065949440002
xgboost,gbdt,iris,2,0.1,ok,,105,10,1.0,0.9047619047619048,0.8666666666666667,0.9792592592592593,0.1333333333333333,1.0,0.0,0.8620974242687225
xgboost,gbdt,iris,2,0.2,ok,,105,21,1.0,0.8,0.8666666666666667,0.9777777777777779,0.1333333333333333,1.0,0.0,0.8962276634715852
xgboost,gbdt,iris,2,0.3,ok,,105,32,1.0,0.6952380952380952,0.7111111111111111,0.8851851851851852,0.28888888888888886,1.0,0.0,0.9250877015292645
xgboost,gbdt,iris,2,0.4,ok,,105,42,1.0,0.6,0.6222222222222222,0.8066666666666668,0.37777777777777777,1.0,0.0,0.9321322100503104
catboost,gbdt,iris,2,0.0,ok,,105,0,1.0,1.0,0.8888888888888888,0.994074074074074,0.11111111111111116,,,
catboost,gbdt,iris,2,0.05,ok,,105,5,1.0,0.9523809523809523,0.8888888888888888,0.9918518518518519,0.11111111111111116,1.0,0.0,0.9213070738776464
catboost,gbdt,iris,2,0.1,ok,,105,10,1.0,0.9047619047619048,0.9333333333333333,0.9851851851851853,0.06666666666666665,1.0,0.0,0.8842502541787504
catboost,gbdt,iris,2,0.2,ok,,105,21,1.0,0.8,0.8,0.9800000000000001,0.19999999999999996,1.0,0.0,0.8224385782195586
catboost,gbdt,iris,2,0.3,ok,,105,32,1.0,0.6952380952380952,0.7333333333333333,0.8985185185185185,0.2666666666666667,1.0,0.0,0.8322333885293798
catboost,gbdt,iris,2,0.4,ok,,105,42,1.0,0.6,0.6888888888888889,0.8837037037037038,0.3111111111111111,1.0,0.0,0.8350526783906812
tabicl,icl,iris,2,0.0,ok,,105,0,1.0,1.0,0.9555555555555556,0.994074074074074,0.0444444444444444,,,
tabicl,icl,iris,2,0.05,ok,,105,5,0.9714285714285714,0.9809523809523809,0.9333333333333333,0.994074074074074,0.03809523809523807,0.4,0.6,0.42207072079181673
tabicl,icl,iris,2,0.1,ok,,105,10,0.9142857142857143,0.9904761904761905,0.9777777777777777,0.9933333333333333,-0.06349206349206349,0.1,0.9,0.1785684682428837
tabicl,icl,iris,2,0.2,ok,,105,21,0.7904761904761904,0.9904761904761905,0.8888888888888888,0.9955555555555556,-0.0984126984126984,0.0,1.0,0.2450033114069984
tabicl,icl,iris,2,0.3,ok,,105,32,0.7142857142857143,0.9714285714285714,0.9555555555555556,0.9918518518518518,-0.2412698412698413,0.0625,0.90625,0.29439724376425147
tabicl,icl,iris,2,0.4,ok,,105,42,0.7619047619047619,0.8285714285714286,0.8444444444444444,0.9681481481481482,-0.08253968253968258,0.40476190476190477,0.5714285714285714,0.39506050518580843
tabpfn,icl,iris,2,0.0,ok,,105,0,0.9904761904761905,0.9904761904761905,0.9777777777777777,0.994074074074074,0.012698412698412764,,,
tabpfn,icl,iris,2,0.05,ok,,105,5,0.9619047619047619,0.9904761904761905,0.9555555555555556,0.9896296296296296,0.006349206349206327,0.2,0.8,0.3571415737271309
tabpfn,icl,iris,2,0.1,ok,,105,10,0.9142857142857143,0.9904761904761905,0.9555555555555556,0.9948148148148149,-0.041269841269841345,0.1,0.9,0.23273732140660286
tabpfn,icl,iris,2,0.2,ok,,105,21,0.8,1.0,0.9111111111111111,0.9955555555555556,-0.11111111111111105,0.0,1.0,0.28122754111176446
tabpfn,icl,iris,2,0.3,ok,,105,32,0.6952380952380952,0.9714285714285714,0.9777777777777777,0.991111111111111,-0.28253968253968254,0.03125,0.9375,0.26106674084439874
tabpfn,icl,iris,2,0.4,ok,,105,42,0.8476190476190476,0.7428571428571429,0.8888888888888888,0.9851851851851853,-0.041269841269841234,0.6190476190476191,0.35714285714285715,0.4409358316943759
logreg,linear,digits,2,0.0,ok,,1257,0,0.9992044550517104,0.9992044550517104,0.9703703703703703,0.9994130695334353,0.028834084681340078,,,
logreg,linear,digits,2,0.05,ok,,1257,63,0.9419252187748608,0.9761336515513126,0.9296296296296296,0.9951247976447302,0.012295589145231212,0.14285714285714285,0.8253968253968254,0.18846979844930656
logreg,linear,digits,2,0.1,ok,,1257,126,0.8878281622911695,0.9681782020684169,0.9277777777777778,0.9959246336413734,-0.03994961548660836,0.06349206349206349,0.8650793650793651,0.09855384511520462
logreg,linear,digits,2,0.2,ok,,1257,251,0.7677008750994431,0.9291964996022275,0.8925925925925926,0.9875313454811885,-0.12489171749314953,0.05179282868525897,0.8605577689243028,0.10582502112378799
logreg,linear,digits,2,0.3,ok,,1257,377,0.6738265712012729,0.8933969769291965,0.8722222222222222,0.9793116111908343,-0.19839565102094936,0.07161803713527852,0.8037135278514589,0.1124772220968969
logreg,linear,digits,2,0.4,ok,,1257,503,0.5791567223548131,0.8655529037390612,0.8333333333333334,0.9717371221707343,-0.2541766109785203,0.07554671968190854,0.7912524850894632,0.10454151579973517
hist_gbdt,gbdt,digits,2,0.0,ok,,1257,0,1.0,1.0,0.975925925925926,0.9995207672592151,0.024074074074074026,,,
hist_gbdt,gbdt,digits,2,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9574074074074074,0.9990101571070509,0.042592592592592626,1.0,0.0,0.9998625935711742
hist_gbdt,gbdt,digits,2,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9629629629629629,0.9990784417391998,0.03703703703703709,1.0,0.0,0.9998587006614584
hist_gbdt,gbdt,digits,2,0.2,ok,,1257,251,1.0,0.8003182179793158,0.9407407407407408,0.9976059088563792,0.059259259259259234,1.0,0.0,0.9998339616057603
hist_gbdt,gbdt,digits,2,0.3,ok,,1257,377,1.0,0.700079554494829,0.9018518518518519,0.9931460740246576,0.0981481481481481,1.0,0.0,0.9997409070288317
hist_gbdt,gbdt,digits,2,0.4,ok,,1257,503,1.0,0.5998408910103421,0.8666666666666667,0.9876779800207183,0.1333333333333333,1.0,0.0,0.9994030857180448
xgboost,gbdt,digits,2,0.0,ok,,1257,0,1.0,1.0,0.9611111111111111,0.9987256285416048,0.03888888888888886,,,
xgboost,gbdt,digits,2,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9555555555555556,0.9981688732134151,0.0444444444444444,1.0,0.0,0.9622511655565292
xgboost,gbdt,digits,2,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9462962962962963,0.998531991537743,0.0537037037037037,1.0,0.0,0.9710567683454544
xgboost,gbdt,digits,2,0.2,ok,,1257,251,1.0,0.8003182179793158,0.9296296296296296,0.9963857883152747,0.07037037037037042,1.0,0.0,0.9779706974903426
xgboost,gbdt,digits,2,0.3,ok,,1257,377,1.0,0.700079554494829,0.8944444444444445,0.9915682545962463,0.10555555555555551,1.0,0.0,0.9806831817411934
xgboost,gbdt,digits,2,0.4,ok,,1257,503,1.0,0.5998408910103421,0.8425925925925926,0.9846066000060072,0.15740740740740744,1.0,0.0,0.9819409295057444
catboost,gbdt,digits,2,0.0,ok,,1257,0,1.0,1.0,0.9777777777777777,0.9994881548275665,0.022222222222222254,,,
catboost,gbdt,digits,2,0.05,ok,,1257,63,1.0,0.9498806682577565,0.9740740740740741,0.9992565466545609,0.025925925925925908,1.0,0.0,0.7918903197378012
catboost,gbdt,digits,2,0.1,ok,,1257,126,1.0,0.8997613365155132,0.9592592592592593,0.9988823854120712,0.040740740740740744,1.0,0.0,0.7424280770674005
catboost,gbdt,digits,2,0.2,ok,,1257,251,1.0,0.8003182179793158,0.9425925925925925,0.9974353609414234,0.05740740740740746,1.0,0.0,0.7472497358877959
catboost,gbdt,digits,2,0.3,ok,,1257,377,1.0,0.700079554494829,0.9185185185185185,0.9925964548300392,0.08148148148148149,1.0,0.0,0.720647476157869
catboost,gbdt,digits,2,0.4,ok,,1257,503,1.0,0.5998408910103421,0.8925925925925926,0.9897465640091421,0.1074074074074074,1.0,0.0,0.7385712721705696
tabicl,icl,digits,2,0.0,ok,,1257,0,1.0,1.0,0.9888888888888889,0.9999695096378336,0.011111111111111072,,,
tabicl,icl,digits,2,0.05,ok,,1257,63,0.9514717581543357,0.9984089101034208,0.9925925925925926,0.9999503888936718,-0.04112083443825687,0.031746031746031744,0.9682539682539683,0.12208170122984383
tabicl,icl,digits,2,0.1,ok,,1257,126,0.903739061256961,0.9952267303102625,0.9888888888888889,0.9999390880460443,-0.08514982763192791,0.03968253968253968,0.9523809523809523,0.08242631034689053
tabicl,icl,digits,2,0.2,ok,,1257,251,0.8066825775656324,0.9896579156722355,0.987037037037037,0.9998702874251777,-0.1803544594714046,0.035856573705179286,0.952191235059761,0.08483216483368579
tabicl,icl,digits,2,0.3,ok,,1257,377,0.7136038186157518,0.9824980111376292,0.9814814814814815,0.9992801360181641,-0.26787766286572967,0.04774535809018567,0.9442970822281167,0.0925948755118986
tabicl,icl,digits,2,0.4,ok,,1257,503,0.6125696101829753,0.9753381066030231,0.9833333333333333,0.9996029970366251,-0.370763723150358,0.03777335984095427,0.9443339960238568,0.07821689965295982
tabpfn,icl,digits,2,0.0,ok,,1257,0,1.0,1.0,0.9925925925925926,0.9999392727448416,0.007407407407407418,,,
tabpfn,icl,digits,2,0.05,ok,,1257,63,0.9514717581543357,0.9968178202068417,0.9925925925925926,0.9999316519553278,-0.04112083443825687,0.047619047619047616,0.9523809523809523,0.1467927721521211
tabpfn,icl,digits,2,0.1,ok,,1257,126,0.9013524264120922,0.9960222752585521,0.9907407407407407,0.9999311450169788,-0.08938831432864847,0.023809523809523808,0.9682539682539683,0.08234238215825623
tabpfn,icl,digits,2,0.2,ok,,1257,251,0.8042959427207638,0.9896579156722355,0.9851851851851852,0.9998586571338872,-0.1808892424644214,0.027888446215139442,0.9561752988047809,0.07851791955842322
tabpfn,icl,digits,2,0.3,ok,,1257,377,0.711217183770883,0.9801113762927606,0.9796296296296296,0.9998550602543725,-0.2684124458587466,0.042440318302387266,0.9389920424403183,0.08331766235456858
tabpfn,icl,digits,2,0.4,ok,,1257,503,0.6133651551312649,0.9705648369132857,0.9796296296296296,0.9998106660066748,-0.36626447449836474,0.03777335984095427,0.9304174950298211,0.07656284624240389
logreg,linear,synthetic_mixed,2,0.0,ok,,420,0,0.9880952380952381,0.9880952380952381,0.9444444444444444,0.9925,0.04365079365079372,,,
logreg,linear,synthetic_mixed,2,0.05,ok,,420,21,0.9023809523809524,0.9523809523809523,0.9277777777777778,0.9848148148148148,-0.025396825396825418,0.0,1.0,0.14962332411714435
logreg,linear,synthetic_mixed,2,0.1,ok,,420,42,0.8404761904761905,0.9071428571428571,0.8388888888888889,0.9543981481481482,0.0015873015873015817,0.11904761904761904,0.7857142857142857,0.202012324695513
logreg,linear,synthetic_mixed,2,0.2,ok,,420,84,0.6976190476190476,0.7928571428571428,0.8,0.9155092592592592,-0.10238095238095246,0.20238095238095238,0.6785714285714286,0.27587258084075444
logreg,linear,synthetic_mixed,2,0.3,ok,,420,126,0.6285714285714286,0.7523809523809524,0.6777777777777778,0.8319907407407406,-0.049206349206349254,0.21428571428571427,0.626984126984127,0.2846003141958767
logreg,linear,synthetic_mixed,2,0.4,ok,,420,168,0.55,0.6904761904761905,0.6555555555555556,0.8368981481481482,-0.10555555555555551,0.24404761904761904,0.5952380952380952,0.29876185279829026
hist_gbdt,gbdt,synthetic_mixed,2,0.0,ok,,420,0,1.0,1.0,0.8722222222222222,0.9612037037037037,0.12777777777777777,,,
hist_gbdt,gbdt,synthetic_mixed,2,0.05,ok,,420,21,1.0,0.95,0.8277777777777777,0.9474074074074074,0.17222222222222228,1.0,0.0,0.9716506965536873
hist_gbdt,gbdt,synthetic_mixed,2,0.1,ok,,420,42,1.0,0.9,0.8222222222222222,0.9361574074074074,0.1777777777777778,1.0,0.0,0.9488555518623054
hist_gbdt,gbdt,synthetic_mixed,2,0.2,ok,,420,84,1.0,0.8,0.7222222222222222,0.8942592592592592,0.2777777777777778,1.0,0.0,0.9228974982500334
hist_gbdt,gbdt,synthetic_mixed,2,0.3,ok,,420,126,1.0,0.7,0.6833333333333333,0.831851851851852,0.31666666666666665,1.0,0.0,0.8947494985193315
hist_gbdt,gbdt,synthetic_mixed,2,0.4,ok,,420,168,1.0,0.6,0.7,0.8488425925925925,0.30000000000000004,1.0,0.0,0.8519065928513695
xgboost,gbdt,synthetic_mixed,2,0.0,ok,,420,0,1.0,1.0,0.85,0.9555092592592592,0.15000000000000002,,,
xgboost,gbdt,synthetic_mixed,2,0.05,ok,,420,21,1.0,0.95,0.8444444444444444,0.9543055555555555,0.15555555555555556,1.0,0.0,0.9568724547113691
xgboost,gbdt,synthetic_mixed,2,0.1,ok,,420,42,1.0,0.9,0.8222222222222222,0.9339351851851853,0.1777777777777778,1.0,0.0,0.9620650623525892
xgboost,gbdt,synthetic_mixed,2,0.2,ok,,420,84,1.0,0.8,0.75,0.9000925925925927,0.25,1.0,0.0,0.9693953579380399
xgboost,gbdt,synthetic_mixed,2,0.3,ok,,420,126,1.0,0.7,0.6388888888888888,0.8125462962962962,0.36111111111111116,1.0,0.0,0.9714935034040421
xgboost,gbdt,synthetic_mixed,2,0.4,ok,,420,168,1.0,0.6,0.6166666666666667,0.8069907407407407,0.3833333333333333,1.0,0.0,0.9705644281847137
catboost,gbdt,synthetic_mixed,2,0.0,ok,,420,0,1.0,1.0,0.8777777777777778,0.9753240740740741,0.12222222222222223,,,
catboost,gbdt,synthetic_mixed,2,0.05,ok,,420,21,1.0,0.95,0.8777777777777778,0.9661111111111111,0.12222222222222223,1.0,0.0,0.8212647800607051
catboost,gbdt,synthetic_mixed,2,0.1,ok,,420,42,1.0,0.9,0.8388888888888889,0.9518055555555556,0.1611111111111111,1.0,0.0,0.8108838540821134
catboost,gbdt,synthetic_mixed,2,0.2,ok,,420,84,1.0,0.8,0.8277777777777777,0.9376388888888889,0.17222222222222228,1.0,0.0,0.8133553408072915
catboost,gbdt,synthetic_mixed,2,0.3,ok,,420,126,1.0,0.7,0.6944444444444444,0.8619907407407408,0.3055555555555556,1.0,0.0,0.8199032201834417
catboost,gbdt,synthetic_mixed,2,0.4,ok,,420,168,1.0,0.6,0.6888888888888889,0.8518981481481481,0.3111111111111111,1.0,0.0,0.8114161496149425
tabicl,icl,synthetic_mixed,2,0.0,ok,,420,0,1.0,1.0,0.9722222222222222,0.9984259259259258,0.02777777777777779,,,
tabicl,icl,synthetic_mixed,2,0.05,ok,,420,21,0.9404761904761905,0.9880952380952381,0.9555555555555556,0.996851851851852,-0.015079365079365137,0.0,0.9523809523809523,0.05018704286998227
tabicl,icl,synthetic_mixed,2,0.1,ok,,420,42,0.9,0.9904761904761905,0.9444444444444444,0.9955555555555554,-0.0444444444444444,0.047619047619047616,0.9523809523809523,0.12058988484066158
tabicl,icl,synthetic_mixed,2,0.2,ok,,420,84,0.7928571428571428,0.9619047619047619,0.9388888888888889,0.9928703703703704,-0.14603174603174607,0.07142857142857142,0.9166666666666666,0.18872155781303132
tabicl,icl,synthetic_mixed,2,0.3,ok,,420,126,0.6571428571428571,0.8976190476190476,0.8666666666666667,0.9720833333333333,-0.20952380952380956,0.06349206349206349,0.8650793650793651,0.22628792381239315
