seed,model,dataset_id,shift_axis,rho,n_lambda,n_failed,max_lambda
5,tabpfn_client,iris,covariate_shift,0.1,6,3,0.4
5,tabpfn_client,iris,label_noise,0.05,6,4,0.4
5,tabpfn_client,iris,missingness_shift,0.1,6,3,0.4
5,tabpfn_client,synthetic_mixed,class_imbalance,0.4,6,0,0.4
5,tabpfn_client,synthetic_mixed,context_budget,0.4,6,0,0.4
5,tabpfn_client,synthetic_mixed,covariate_shift,0.4,6,0,0.4
5,tabpfn_client,synthetic_mixed,label_noise,0.05,6,4,0.4
5,tabpfn_client,synthetic_mixed,missingness_shift,0.05,6,4,0.4
5,tabpfn_client,synthetic_mixed,rare_category_shift,0.4,6,0,0.4
5,tabpfn_client,wine,class_imbalance,0.4,6,0,0.4
5,tabpfn_client,wine,context_budget,0.4,6,0,0.4
5,tabpfn_client,wine,covariate_shift,0.1,6,3,0.4
5,tabpfn_client,wine,label_noise,0.05,6,4,0.4
5,tabpfn_client,wine,missingness_shift,0.05,6,3,0.4
5,xgboost,breast_cancer,class_imbalance,0.2,6,1,0.4
5,xgboost,breast_cancer,context_budget,0.2,6,1,0.4
5,xgboost,breast_cancer,covariate_shift,0.05,6,4,0.4
5,xgboost,breast_cancer,label_noise,0.05,6,4,0.4
5,xgboost,breast_cancer,missingness_shift,0.1,6,3,0.4
5,xgboost,digits,class_imbalance,0.4,6,0,0.4
5,xgboost,digits,context_budget,0.4,6,0,0.4
5,xgboost,digits,covariate_shift,0.1,6,3,0.4
5,xgboost,digits,label_noise,0.1,6,3,0.4
5,xgboost,digits,missingness_shift,0.1,6,3,0.4
5,xgboost,iris,class_imbalance,0.0,6,6,0.4
5,xgboost,iris,context_budget,0.0,6,4,0.4
5,xgboost,iris,covariate_shift,0.0,6,4,0.4
5,xgboost,iris,label_noise,0.0,6,5,0.4
5,xgboost,iris,missingness_shift,0.0,6,6,0.4
5,xgboost,synthetic_mixed,class_imbalance,0.0,6,6,0.4
5,xgboost,synthetic_mixed,context_budget,0.0,6,6,0.4
5,xgboost,synthetic_mixed,covariate_shift,0.0,6,5,0.4
5,xgboost,synthetic_mixed,label_noise,0.0,6,6,0.4
5,xgboost,synthetic_mixed,missingness_shift,0.0,6,6,0.4
5,xgboost,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
5,xgboost,wine,class_imbalance,0.0,6,6,0.4
5,xgboost,wine,context_budget,0.0,6,5,0.4
5,xgboost,wine,covariate_shift,0.0,6,6,0.4
5,xgboost,wine,label_noise,0.0,6,4,0.4
5,xgboost,wine,missingness_shift,0.0,6,6,0.4
6,catboost,breast_cancer,class_imbalance,0.4,6,0,0.4
6,catboost,breast_cancer,context_budget,0.4,6,0,0.4
6,catboost,breast_cancer,covariate_shift,0.05,6,4,0.4
6,catboost,breast_cancer,label_noise,0.05,6,4,0.4
6,catboost,breast_cancer,missingness_shift,0.2,6,2,0.4
6,catboost,digits,class_imbalance,0.4,6,0,0.4
6,catboost,digits,context_budget,0.4,6,0,0.4
6,catboost,digits,covariate_shift,0.1,6,3,0.4
6,catboost,digits,label_noise,0.1,6,3,0.4
6,catboost,digits,missingness_shift,0.1,6,3,0.4
6,catboost,iris,class_imbalance,0.4,6,0,0.4
6,catboost,iris,context_budget,0.4,6,0,0.4
6,catboost,iris,covariate_shift,0.05,6,4,0.4
6,catboost,iris,label_noise,0.05,6,4,0.4
6,catboost,iris,missingness_shift,0.05,6,4,0.4
6,catboost,synthetic_mixed,class_imbalance,0.3,6,1,0.4
6,catboost,synthetic_mixed,context_budget,0.3,6,1,0.4
6,catboost,synthetic_mixed,covariate_shift,0.2,6,2,0.4
6,catboost,synthetic_mixed,label_noise,0.05,6,4,0.4
6,catboost,synthetic_mixed,missingness_shift,0.0,6,5,0.4
6,catboost,synthetic_mixed,rare_category_shift,0.2,6,2,0.4
6,catboost,wine,class_imbalance,0.4,6,0,0.4
6,catboost,wine,context_budget,0.4,6,0,0.4
6,catboost,wine,covariate_shift,0.05,6,4,0.4
6,catboost,wine,label_noise,0.05,6,4,0.4
6,catboost,wine,missingness_shift,0.2,6,2,0.4
6,hist_gbdt,breast_cancer,class_imbalance,0.3,6,1,0.4
6,hist_gbdt,breast_cancer,context_budget,0.4,6,0,0.4
6,hist_gbdt,breast_cancer,covariate_shift,0.05,6,4,0.4
6,hist_gbdt,breast_cancer,label_noise,0.0,6,5,0.4
6,hist_gbdt,breast_cancer,missingness_shift,0.1,6,3,0.4
6,hist_gbdt,digits,class_imbalance,0.4,6,0,0.4
6,hist_gbdt,digits,context_budget,0.4,6,0,0.4
6,hist_gbdt,digits,covariate_shift,0.05,6,4,0.4
6,hist_gbdt,digits,label_noise,0.2,6,2,0.4
6,hist_gbdt,digits,missingness_shift,0.0,6,5,0.4
6,hist_gbdt,iris,class_imbalance,0.4,6,0,0.4
6,hist_gbdt,iris,context_budget,0.4,6,0,0.4
6,hist_gbdt,iris,covariate_shift,0.05,6,4,0.4
6,hist_gbdt,iris,label_noise,0.05,6,4,0.4
6,hist_gbdt,iris,missingness_shift,0.0,6,5,0.4
6,hist_gbdt,synthetic_mixed,class_imbalance,0.0,6,6,0.4
6,hist_gbdt,synthetic_mixed,context_budget,0.0,6,6,0.4
6,hist_gbdt,synthetic_mixed,covariate_shift,0.0,6,6,0.4
6,hist_gbdt,synthetic_mixed,label_noise,0.0,6,6,0.4
6,hist_gbdt,synthetic_mixed,missingness_shift,0.0,6,6,0.4
6,hist_gbdt,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
6,hist_gbdt,wine,class_imbalance,0.4,6,0,0.4
6,hist_gbdt,wine,context_budget,0.4,6,0,0.4
6,hist_gbdt,wine,covariate_shift,0.05,6,4,0.4
6,hist_gbdt,wine,label_noise,0.05,6,4,0.4
6,hist_gbdt,wine,missingness_shift,0.1,6,3,0.4
6,logreg,breast_cancer,class_imbalance,0.4,6,0,0.4
6,logreg,breast_cancer,context_budget,0.4,6,0,0.4
6,logreg,breast_cancer,covariate_shift,0.05,6,4,0.4
6,logreg,breast_cancer,label_noise,0.0,6,5,0.4
6,logreg,breast_cancer,missingness_shift,0.2,6,2,0.4
6,logreg,digits,class_imbalance,0.4,6,0,0.4
6,logreg,digits,context_budget,0.4,6,0,0.4
6,logreg,digits,covariate_shift,0.3,6,1,0.4
6,logreg,digits,label_noise,0.0,6,5,0.4
6,logreg,digits,missingness_shift,0.1,6,3,0.4
6,logreg,iris,class_imbalance,0.0,6,6,0.4
6,logreg,iris,context_budget,0.0,6,6,0.4
6,logreg,iris,covariate_shift,0.0,6,6,0.4
6,logreg,iris,label_noise,0.0,6,6,0.4
6,logreg,iris,missingness_shift,0.0,6,6,0.4
6,logreg,synthetic_mixed,class_imbalance,0.0,6,5,0.4
6,logreg,synthetic_mixed,context_budget,0.0,6,5,0.4
6,logreg,synthetic_mixed,covariate_shift,0.0,6,3,0.4
6,logreg,synthetic_mixed,label_noise,0.0,6,6,0.4
6,logreg,synthetic_mixed,missingness_shift,0.0,6,5,0.4
6,logreg,synthetic_mixed,rare_category_shift,0.0,6,1,0.4
6,logreg,wine,class_imbalance,0.4,6,0,0.4
6,logreg,wine,context_budget,0.4,6,0,0.4
6,logreg,wine,covariate_shift,0.1,6,3,0.4
6,logreg,wine,label_noise,0.0,6,5,0.4
6,logreg,wine,missingness_shift,0.2,6,2,0.4
6,tabicl,breast_cancer,class_imbalance,0.4,6,0,0.4
6,tabicl,breast_cancer,context_budget,0.4,6,0,0.4
6,tabicl,breast_cancer,covariate_shift,0.05,6,4,0.4
6,tabicl,breast_cancer,label_noise,0.05,6,4,0.4
6,tabicl,breast_cancer,missingness_shift,0.2,6,2,0.4
6,tabicl,digits,class_imbalance,0.4,6,0,0.4
6,tabicl,digits,context_budget,0.4,6,0,0.4
6,tabicl,digits,covariate_shift,0.1,6,3,0.4
6,tabicl,digits,label_noise,0.1,6,3,0.4
6,tabicl,digits,missingness_shift,0.3,6,1,0.4
6,tabicl,iris,class_imbalance,0.4,6,0,0.4
6,tabicl,iris,context_budget,0.4,6,0,0.4
6,tabicl,iris,covariate_shift,0.05,6,4,0.4
6,tabicl,iris,label_noise,0.1,6,3,0.4
6,tabicl,iris,missingness_shift,0.05,6,4,0.4
6,tabicl,synthetic_mixed,class_imbalance,0.4,6,0,0.4
6,tabicl,synthetic_mixed,context_budget,0.4,6,0,0.4
6,tabicl,synthetic_mixed,covariate_shift,0.4,6,0,0.4
6,tabicl,synthetic_mixed,label_noise,0.05,6,4,0.4
6,tabicl,synthetic_mixed,missingness_shift,0.0,6,5,0.4
6,tabicl,synthetic_mixed,rare_category_shift,0.4,6,0,0.4
6,tabicl,wine,class_imbalance,0.4,6,0,0.4
6,tabicl,wine,context_budget,0.4,6,0,0.4
6,tabicl,wine,covariate_shift,0.2,6,2,0.4
6,tabicl,wine,label_noise,0.05,6,4,0.4
6,tabicl,wine,missingness_shift,0.2,6,2,0.4
6,tabpfn_client,breast_cancer,class_imbalance,0.4,6,0,0.4
6,tabpfn_client,breast_cancer,context_budget,0.4,6,0,0.4
6,tabpfn_client,breast_cancer,covariate_shift,0.05,6,4,0.4
6,tabpfn_client,breast_cancer,label_noise,0.05,6,4,0.4
6,tabpfn_client,breast_cancer,missingness_shift,0.2,6,2,0.4
6,tabpfn_client,digits,class_imbalance,0.4,6,0,0.4
6,tabpfn_client,digits,context_budget,0.4,6,0,0.4
6,tabpfn_client,digits,covariate_shift,0.0,6,5,0.4
6,tabpfn_client,digits,label_noise,0.1,6,3,0.4
6,tabpfn_client,digits,missingness_shift,0.2,6,2,0.4
6,tabpfn_client,iris,class_imbalance,0.4,6,0,0.4
6,tabpfn_client,iris,context_budget,0.4,6,0,0.4
6,tabpfn_client,iris,covariate_shift,0.05,6,4,0.4
6,tabpfn_client,iris,label_noise,0.1,6,3,0.4
6,tabpfn_client,iris,missingness_shift,0.05,6,4,0.4
6,tabpfn_client,synthetic_mixed,class_imbalance,0.4,6,0,0.4
6,tabpfn_client,synthetic_mixed,context_budget,0.4,6,0,0.4
6,tabpfn_client,synthetic_mixed,covariate_shift,0.4,6,0,0.4
6,tabpfn_client,synthetic_mixed,label_noise,0.05,6,4,0.4
6,tabpfn_client,synthetic_mixed,missingness_shift,0.0,6,5,0.4
6,tabpfn_client,synthetic_mixed,rare_category_shift,0.4,6,0,0.4
6,tabpfn_client,wine,class_imbalance,0.4,6,0,0.4
6,tabpfn_client,wine,context_budget,0.4,6,0,0.4
6,tabpfn_client,wine,covariate_shift,0.1,6,3,0.4
6,tabpfn_client,wine,label_noise,0.05,6,4,0.4
6,tabpfn_client,wine,missingness_shift,0.2,6,2,0.4
6,xgboost,breast_cancer,class_imbalance,0.4,6,0,0.4
6,xgboost,breast_cancer,context_budget,0.4,6,0,0.4
6,xgboost,breast_cancer,covariate_shift,0.05,6,4,0.4
6,xgboost,breast_cancer,label_noise,0.0,6,5,0.4
6,xgboost,breast_cancer,missingness_shift,0.2,6,2,0.4
6,xgboost,digits,class_imbalance,0.4,6,0,0.4
6,xgboost,digits,context_budget,0.4,6,0,0.4
6,xgboost,digits,covariate_shift,0.05,6,4,0.4
6,xgboost,digits,label_noise,0.1,6,3,0.4
6,xgboost,digits,missingness_shift,0.05,6,4,0.4
6,xgboost,iris,class_imbalance,0.4,6,0,0.4
6,xgboost,iris,context_budget,0.4,6,0,0.4
6,xgboost,iris,covariate_shift,0.1,6,3,0.4
6,xgboost,iris,label_noise,0.05,6,4,0.4
6,xgboost,iris,missingness_shift,0.0,6,5,0.4
6,xgboost,synthetic_mixed,class_imbalance,0.0,6,6,0.4
6,xgboost,synthetic_mixed,context_budget,0.0,6,6,0.4
6,xgboost,synthetic_mixed,covariate_shift,0.0,6,5,0.4
6,xgboost,synthetic_mixed,label_noise,0.0,6,6,0.4
6,xgboost,synthetic_mixed,missingness_shift,0.0,6,6,0.4
6,xgboost,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
6,xgboost,wine,class_imbalance,0.4,6,0,0.4
6,xgboost,wine,context_budget,0.4,6,0,0.4
6,xgboost,wine,covariate_shift,0.05,6,4,0.4
6,xgboost,wine,label_noise,0.05,6,4,0.4
6,xgboost,wine,missingness_shift,0.2,6,2,0.4
7,catboost,breast_cancer,class_imbalance,0.4,6,0,0.4
7,catboost,breast_cancer,context_budget,0.4,6,0,0.4
7,catboost,breast_cancer,covariate_shift,0.05,6,4,0.4
7,catboost,breast_cancer,label_noise,0.05,6,4,0.4
7,catboost,breast_cancer,missingness_shift,0.2,6,2,0.4
7,catboost,digits,class_imbalance,0.4,6,0,0.4
7,catboost,digits,context_budget,0.4,6,0,0.4
7,catboost,digits,covariate_shift,0.1,6,3,0.4
7,catboost,digits,label_noise,0.05,6,4,0.4
7,catboost,digits,missingness_shift,0.1,6,3,0.4
7,catboost,iris,class_imbalance,0.4,6,0,0.4
7,catboost,iris,context_budget,0.4,6,0,0.4
7,catboost,iris,covariate_shift,0.0,6,5,0.4
7,catboost,iris,label_noise,0.0,6,4,0.4
7,catboost,iris,missingness_shift,0.05,6,4,0.4
7,catboost,synthetic_mixed,class_imbalance,0.3,6,1,0.4
7,catboost,synthetic_mixed,context_budget,0.1,6,2,0.4
7,catboost,synthetic_mixed,covariate_shift,0.1,6,3,0.4
7,catboost,synthetic_mixed,label_noise,0.0,6,5,0.4
7,catboost,synthetic_mixed,missingness_shift,0.0,6,5,0.4
7,catboost,synthetic_mixed,rare_category_shift,0.3,6,1,0.4
7,catboost,wine,class_imbalance,0.4,6,0,0.4
7,catboost,wine,context_budget,0.4,6,0,0.4
7,catboost,wine,covariate_shift,0.05,6,4,0.4
7,catboost,wine,label_noise,0.0,6,5,0.4
7,catboost,wine,missingness_shift,0.1,6,3,0.4
7,hist_gbdt,breast_cancer,class_imbalance,0.1,6,1,0.4
7,hist_gbdt,breast_cancer,context_budget,0.05,6,1,0.4
7,hist_gbdt,breast_cancer,covariate_shift,0.0,6,5,0.4
7,hist_gbdt,breast_cancer,label_noise,0.05,6,4,0.4
7,hist_gbdt,breast_cancer,missingness_shift,0.1,6,3,0.4
7,hist_gbdt,digits,class_imbalance,0.4,6,0,0.4
7,hist_gbdt,digits,context_budget,0.4,6,0,0.4
7,hist_gbdt,digits,covariate_shift,0.1,6,3,0.4
7,hist_gbdt,digits,label_noise,0.2,6,2,0.4
7,hist_gbdt,digits,missingness_shift,0.1,6,3,0.4
7,hist_gbdt,iris,class_imbalance,0.0,6,6,0.4
7,hist_gbdt,iris,context_budget,0.0,6,6,0.4
7,hist_gbdt,iris,covariate_shift,0.0,6,6,0.4
7,hist_gbdt,iris,label_noise,0.0,6,6,0.4
7,hist_gbdt,iris,missingness_shift,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,class_imbalance,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,context_budget,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,covariate_shift,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,label_noise,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,missingness_shift,0.0,6,6,0.4
7,hist_gbdt,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
7,hist_gbdt,wine,class_imbalance,0.4,6,0,0.4
7,hist_gbdt,wine,context_budget,0.4,6,0,0.4
7,hist_gbdt,wine,covariate_shift,0.1,6,3,0.4
7,hist_gbdt,wine,label_noise,0.0,6,5,0.4
7,hist_gbdt,wine,missingness_shift,0.05,6,4,0.4
7,logreg,breast_cancer,class_imbalance,0.4,6,0,0.4
7,logreg,breast_cancer,context_budget,0.4,6,0,0.4
7,logreg,breast_cancer,covariate_shift,0.05,6,4,0.4
7,logreg,breast_cancer,label_noise,0.0,6,5,0.4
7,logreg,breast_cancer,missingness_shift,0.3,6,1,0.4
7,logreg,digits,class_imbalance,0.4,6,0,0.4
7,logreg,digits,context_budget,0.4,6,0,0.4
7,logreg,digits,covariate_shift,0.3,6,1,0.4
7,logreg,digits,label_noise,0.0,6,5,0.4
7,logreg,digits,missingness_shift,0.1,6,3,0.4
7,logreg,iris,class_imbalance,0.0,6,3,0.4
7,logreg,iris,context_budget,0.0,6,3,0.4
7,logreg,iris,covariate_shift,0.0,6,6,0.4
7,logreg,iris,label_noise,0.0,6,6,0.4
7,logreg,iris,missingness_shift,0.0,6,5,0.4
7,logreg,synthetic_mixed,class_imbalance,0.0,6,6,0.4
7,logreg,synthetic_mixed,context_budget,0.0,6,6,0.4
7,logreg,synthetic_mixed,covariate_shift,0.0,6,5,0.4
7,logreg,synthetic_mixed,label_noise,0.0,6,6,0.4
7,logreg,synthetic_mixed,missingness_shift,0.0,6,6,0.4
7,logreg,synthetic_mixed,rare_category_shift,0.0,6,4,0.4
7,logreg,wine,class_imbalance,0.4,6,0,0.4
7,logreg,wine,context_budget,0.4,6,0,0.4
7,logreg,wine,covariate_shift,0.1,6,3,0.4
7,logreg,wine,label_noise,0.0,6,5,0.4
7,logreg,wine,missingness_shift,0.1,6,3,0.4
7,tabicl,breast_cancer,class_imbalance,0.4,6,0,0.4
7,tabicl,breast_cancer,context_budget,0.4,6,0,0.4
7,tabicl,breast_cancer,covariate_shift,0.05,6,4,0.4
7,tabicl,breast_cancer,label_noise,0.05,6,4,0.4
7,tabicl,breast_cancer,missingness_shift,0.1,6,3,0.4
7,tabicl,digits,class_imbalance,0.4,6,0,0.4
7,tabicl,digits,context_budget,0.4,6,0,0.4
7,tabicl,digits,covariate_shift,0.1,6,3,0.4
7,tabicl,digits,label_noise,0.1,6,3,0.4
7,tabicl,digits,missingness_shift,0.2,6,2,0.4
7,tabicl,iris,class_imbalance,0.4,6,0,0.4
7,tabicl,iris,context_budget,0.4,6,0,0.4
7,tabicl,iris,covariate_shift,0.05,6,4,0.4
7,tabicl,iris,label_noise,0.05,6,4,0.4
7,tabicl,iris,missingness_shift,0.1,6,3,0.4
7,tabicl,synthetic_mixed,class_imbalance,0.4,6,0,0.4
7,tabicl,synthetic_mixed,context_budget,0.4,6,0,0.4
7,tabicl,synthetic_mixed,covariate_shift,0.4,6,0,0.4
7,tabicl,synthetic_mixed,label_noise,0.1,6,3,0.4
7,tabicl,synthetic_mixed,missingness_shift,0.0,6,5,0.4
7,tabicl,synthetic_mixed,rare_category_shift,0.4,6,0,0.4
7,tabicl,wine,class_imbalance,0.4,6,0,0.4
7,tabicl,wine,context_budget,0.4,6,0,0.4
7,tabicl,wine,covariate_shift,0.1,6,3,0.4
7,tabicl,wine,label_noise,0.1,6,3,0.4
7,tabicl,wine,missingness_shift,0.2,6,2,0.4
7,tabpfn_client,breast_cancer,class_imbalance,0.4,6,0,0.4
7,tabpfn_client,breast_cancer,context_budget,0.4,6,0,0.4
7,tabpfn_client,breast_cancer,covariate_shift,0.05,6,4,0.4
7,tabpfn_client,breast_cancer,label_noise,0.05,6,4,0.4
7,tabpfn_client,breast_cancer,missingness_shift,0.3,6,1,0.4
7,tabpfn_client,digits,class_imbalance,0.4,6,0,0.4
7,tabpfn_client,digits,context_budget,0.4,6,0,0.4
7,tabpfn_client,digits,covariate_shift,0.0,6,5,0.4
7,tabpfn_client,digits,label_noise,0.1,6,3,0.4
7,tabpfn_client,digits,missingness_shift,0.2,6,2,0.4
7,tabpfn_client,iris,class_imbalance,0.4,6,0,0.4
7,tabpfn_client,iris,context_budget,0.4,6,0,0.4
7,tabpfn_client,iris,covariate_shift,0.0,6,5,0.4
7,tabpfn_client,iris,label_noise,0.05,6,4,0.4
7,tabpfn_client,iris,missingness_shift,0.1,6,3,0.4
7,tabpfn_client,synthetic_mixed,class_imbalance,0.4,6,0,0.4
7,tabpfn_client,synthetic_mixed,context_budget,0.4,6,0,0.4
7,tabpfn_client,synthetic_mixed,covariate_shift,0.4,6,0,0.4
7,tabpfn_client,synthetic_mixed,label_noise,0.05,6,4,0.4
7,tabpfn_client,synthetic_mixed,missingness_shift,0.0,6,5,0.4
7,tabpfn_client,synthetic_mixed,rare_category_shift,0.4,6,0,0.4
7,tabpfn_client,wine,class_imbalance,0.4,6,0,0.4
7,tabpfn_client,wine,context_budget,0.4,6,0,0.4
7,tabpfn_client,wine,covariate_shift,0.1,6,3,0.4
7,tabpfn_client,wine,label_noise,0.05,6,4,0.4
7,tabpfn_client,wine,missingness_shift,0.05,6,3,0.4
7,xgboost,breast_cancer,class_imbalance,0.4,6,0,0.4
7,xgboost,breast_cancer,context_budget,0.05,6,1,0.4
7,xgboost,breast_cancer,covariate_shift,0.0,6,5,0.4
7,xgboost,breast_cancer,label_noise,0.05,6,4,0.4
7,xgboost,breast_cancer,missingness_shift,0.2,6,2,0.4
7,xgboost,digits,class_imbalance,0.4,6,0,0.4
7,xgboost,digits,context_budget,0.4,6,0,0.4
7,xgboost,digits,covariate_shift,0.05,6,4,0.4
7,xgboost,digits,label_noise,0.1,6,3,0.4
7,xgboost,digits,missingness_shift,0.05,6,4,0.4
7,xgboost,iris,class_imbalance,0.4,6,0,0.4
7,xgboost,iris,context_budget,0.2,6,1,0.4
7,xgboost,iris,covariate_shift,0.0,6,5,0.4
7,xgboost,iris,label_noise,0.0,6,5,0.4
7,xgboost,iris,missingness_shift,0.1,6,3,0.4
7,xgboost,synthetic_mixed,class_imbalance,0.0,6,6,0.4
7,xgboost,synthetic_mixed,context_budget,0.0,6,6,0.4
7,xgboost,synthetic_mixed,covariate_shift,0.0,6,6,0.4
7,xgboost,synthetic_mixed,label_noise,0.0,6,6,0.4
7,xgboost,synthetic_mixed,missingness_shift,0.0,6,6,0.4
7,xgboost,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
7,xgboost,wine,class_imbalance,0.4,6,0,0.4
7,xgboost,wine,context_budget,0.4,6,0,0.4
7,xgboost,wine,covariate_shift,0.05,6,4,0.4
7,xgboost,wine,label_noise,0.0,6,5,0.4
7,xgboost,wine,missingness_shift,0.05,6,4,0.4
8,catboost,breast_cancer,class_imbalance,0.4,6,0,0.4
8,catboost,breast_cancer,context_budget,0.4,6,0,0.4
8,catboost,breast_cancer,covariate_shift,0.05,6,4,0.4
8,catboost,breast_cancer,label_noise,0.05,6,4,0.4
8,catboost,breast_cancer,missingness_shift,0.2,6,2,0.4
8,catboost,digits,class_imbalance,0.4,6,0,0.4
8,catboost,digits,context_budget,0.4,6,0,0.4
8,catboost,digits,covariate_shift,0.1,6,3,0.4
8,catboost,digits,label_noise,0.1,6,3,0.4
8,catboost,digits,missingness_shift,0.1,6,3,0.4
8,catboost,iris,class_imbalance,0.4,6,0,0.4
8,catboost,iris,context_budget,0.4,6,0,0.4
8,catboost,iris,covariate_shift,0.05,6,4,0.4
8,catboost,iris,label_noise,0.05,6,4,0.4
8,catboost,iris,missingness_shift,0.1,6,3,0.4
8,catboost,synthetic_mixed,class_imbalance,0.3,6,1,0.4
8,catboost,synthetic_mixed,context_budget,0.3,6,1,0.4
8,catboost,synthetic_mixed,covariate_shift,0.2,6,2,0.4
8,catboost,synthetic_mixed,label_noise,0.05,6,4,0.4
8,catboost,synthetic_mixed,missingness_shift,0.0,6,5,0.4
8,catboost,synthetic_mixed,rare_category_shift,0.1,6,2,0.4
8,catboost,wine,class_imbalance,0.4,6,0,0.4
8,catboost,wine,context_budget,0.4,6,0,0.4
8,catboost,wine,covariate_shift,0.1,6,3,0.4
8,catboost,wine,label_noise,0.1,6,3,0.4
8,catboost,wine,missingness_shift,0.1,6,3,0.4
8,hist_gbdt,breast_cancer,class_imbalance,0.4,6,0,0.4
8,hist_gbdt,breast_cancer,context_budget,0.4,6,0,0.4
8,hist_gbdt,breast_cancer,covariate_shift,0.0,6,5,0.4
8,hist_gbdt,breast_cancer,label_noise,0.1,6,3,0.4
8,hist_gbdt,breast_cancer,missingness_shift,0.2,6,2,0.4
8,hist_gbdt,digits,class_imbalance,0.4,6,0,0.4
8,hist_gbdt,digits,context_budget,0.4,6,0,0.4
8,hist_gbdt,digits,covariate_shift,0.1,6,3,0.4
8,hist_gbdt,digits,label_noise,0.3,6,1,0.4
8,hist_gbdt,digits,missingness_shift,0.05,6,4,0.4
8,hist_gbdt,iris,class_imbalance,0.0,6,6,0.4
8,hist_gbdt,iris,context_budget,0.0,6,6,0.4
8,hist_gbdt,iris,covariate_shift,0.0,6,6,0.4
8,hist_gbdt,iris,label_noise,0.0,6,6,0.4
8,hist_gbdt,iris,missingness_shift,0.0,6,6,0.4
8,hist_gbdt,synthetic_mixed,class_imbalance,0.0,6,6,0.4
8,hist_gbdt,synthetic_mixed,context_budget,0.0,6,4,0.4
8,hist_gbdt,synthetic_mixed,covariate_shift,0.0,6,6,0.4
8,hist_gbdt,synthetic_mixed,label_noise,0.0,6,6,0.4
8,hist_gbdt,synthetic_mixed,missingness_shift,0.0,6,6,0.4
8,hist_gbdt,synthetic_mixed,rare_category_shift,0.0,6,6,0.4
8,hist_gbdt,wine,class_imbalance,0.4,6,0,0.4
8,hist_gbdt,wine,context_budget,0.4,6,0,0.4
8,hist_gbdt,wine,covariate_shift,0.1,6,3,0.4
8,hist_gbdt,wine,label_noise,0.0,6,5,0.4
8,hist_gbdt,wine,missingness_shift,0.05,6,4,0.4
8,logreg,breast_cancer,class_imbalance,0.4,6,0,0.4
8,logreg,breast_cancer,context_budget,0.4,6,0,0.4
8,logreg,breast_cancer,covariate_shift,0.05,6,4,0.4
8,logreg,breast_cancer,label_noise,0.0,6,5,0.4
8,logreg,breast_cancer,missingness_shift,0.3,6,1,0.4
8,logreg,digits,class_imbalance,0.4,6,0,0.4
8,logreg,digits,context_budget,0.4,6,0,0.4
8,logreg,digits,covariate_shift,0.2,6,2,0.4
8,logreg,digits,label_noise,0.0,6,5,0.4
8,logreg,digits,missingness_shift,0.1,6,3,0.4
8,logreg,iris,class_imbalance,0.05,6,4,0.4
8,logreg,iris,context_budget,0.0,6,5,0.4
8,logreg,iris,covariate_shift,0.0,6,4,0.4
8,logreg,iris,label_noise,0.0,6,5,0.4
8,logreg,iris,missingness_shift,0.0,6,4,0.4
8,logreg,synthetic_mixed,class_imbalance,0.0,6,6,0.4
8,logreg,synthetic_mixed,context_budget,0.0,6,6,0.4
8,logreg,synthetic_mixed,covariate_shift,0.0,6,5,0.4
8,logreg,synthetic_mixed,label_noise,0.0,6,6,0.4
8,logreg,synthetic_mixed,missingness_shift,0.0,6,6,0.4
8,logreg,synthetic_mixed,rare_category_shift,0.0,6,3,0.4
8,logreg,wine,class_imbalance,0.4,6,0,0.4
8,logreg,wine,context_budget,0.4,6,0,0.4
8,logreg,wine,covariate_shift,0.1,6,3,0.4
8,logreg,wine,label_noise,0.0,6,5,0.4
8,logreg,wine,missingness_shift,0.1,6,3,0.4
8,tabicl,breast_cancer,class_imbalance,0.4,6,0,0.4
8,tabicl,breast_cancer,context_budget,0.4,6,0,0.4
8,tabicl,breast_cancer,covariate_shift,0.0,6,5,0.4
8,tabicl,breast_cancer,label_noise,0.05,6,4,0.4
8,tabicl,breast_cancer,missingness_shift,0.1,6,3,0.4
8,tabicl,digits,class_imbalance,0.4,6,0,0.4
8,tabicl,digits,context_budget,0.4,6,0,0.4
8,tabicl,digits,covariate_shift,0.1,6,3,0.4
8,tabicl,digits,label_noise,0.1,6,3,0.4
8,tabicl,digits,missingness_shift,0.3,6,1,0.4
8,tabicl,iris,class_imbalance,0.4,6,0,0.4
8,tabicl,iris,context_budget,0.4,6,0,0.4
8,tabicl,iris,covariate_shift,0.05,6,4,0.4
8,tabicl,iris,label_noise,0.05,6,4,0.4
8,tabicl,iris,missingness_shift,0.1,6,3,0.4
8,tabicl,synthetic_mixed,class_imbalance,0.4,6,0,0.4
8,tabicl,synthetic_mixed,context_budget,0.4,6,0,0.4
8,tabicl,synthetic_mixed,covariate_shift,0.4,6,0,0.4
8,tabicl,synthetic_mixed,label_noise,0.05,6,4,0.4
