aure,robust_fraction,abs_utility_area,abs_ece_radius,abs_auc_radius,self_ref_radius,auc_retention,utility_drop,admitted,rho_grid,model,dataset_id
0.05,0.3333333333333333,0.007274752662604893,0.1,0.4,0.05,0.9913499864633032,0.07654816360595684,True,0.05,catboost,satimage
0.0,0.16666666666666666,0.004753809100660755,0.05,0.05,0.0,0.8606265086013064,0.3576710760782923,True,0.0,catboost,segment
0.05,0.3333333333333333,0.006851268653360526,0.1,0.4,0.05,0.994744658974066,0.07749967847995645,True,0.05,catboost,segment
0.0,0.16666666666666666,0.004999999999999995,0.05,0.1,0.0,0.684239264885829,0.39777911461569776,True,0.0,catboost,spambase
0.05,0.3333333333333333,0.005254340761526828,0.1,0.3,0.05,0.9595298925795225,0.1421232344984521,True,0.05,catboost,spambase
0.4,1.0,0.026665106001663375,0.4,0.4,0.4,0.9995537496159086,0.004001872798003914,True,0.4,catboost,splice
0.05,0.3333333333333333,0.007342420429397238,0.1,0.3,0.05,0.9648794152135407,0.1022063084595736,True,0.05,catboost,splice
0.4,1.0,0.029659324633032474,0.4,0.4,0.4,1.0,0.000408810440360996,True,0.4,catboost,steel-plates-fault
0.0,0.16666666666666666,0.004999999999999995,0.05,0.2,0.0,0.9314103063849692,0.2075402790312669,True,0.0,catboost,steel-plates-fault
0.05,0.3333333333333333,0.0074122204606574165,0.1,0.2,0.1,0.9046428841317711,0.36398565143529604,True,0.05,catboost,texture
0.05,0.3333333333333333,0.005198381204767057,0.05,0.4,0.05,0.9989767073836531,0.07913232860633759,True,0.05,catboost,texture
0.4,1.0,0.010360973576447052,0.4,0.4,0.4,1.000031916591308,-0.00045275225831773456,True,0.4,catboost,tic-tac-toe
0.0,0.16666666666666666,0.0016639466713081568,0.0,0.2,0.0,0.9036225331134636,0.19358716160066464,True,0.0,catboost,tic-tac-toe
0.0,0.16666666666666666,0.004999999999999995,0.05,0.0,0.0,0.842155697700902,0.25203863000087745,True,0.0,catboost,vehicle
0.05,0.3333333333333333,0.007659756165736119,0.3,0.0,0.05,0.9483933308532413,0.07779966027740529,True,0.05,catboost,vehicle
0.05,0.3333333333333333,0.006697066448514412,0.1,0.1,0.05,0.9111444015829621,0.2333599492602058,True,0.05,catboost,vowel
0.0,0.16666666666666666,0.005890182372191059,0.0,0.4,0.05,0.9839831217307717,0.08523327924807575,True,0.0,catboost,vowel
0.0,0.16666666666666666,0.004999999999999995,0.0,0.0,0.0,0.6371522742083213,1.46922756792696,True,0.0,catboost,wall-robot-navigation
0.05,0.3333333333333333,0.005795179575388443,0.1,0.4,0.05,0.9922772365007131,0.10528259419148758,True,0.05,catboost,wall-robot-navigation
