dataset_id,model,family,shift_axis,shift_lambda,seed,split_policy,clean_split_passed,leakage_risk_level,applicable,status,error_message,accuracy,auc,nll,nll_norm,ece,brier,ece_adaptive,ece_classwise,calib_slope,calib_intercept,utility,n_train,best_gbdt,reference_utility,failed,failure_reason,metric_notes
steel-plates-fault,xgboost,gbdt,covariate_shift,0.2,3112875470,test_only,True,low,True,ok,,1.0,1.0,0.011525130789912779,0.01662724903620387,0.011233328974804543,0.0010844573860365084,0.011233328974804665,0.011233328974804684,,,0.49276515949417793,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.3,3519992929,test_only,True,low,True,ok,,1.0,1.0,0.011074837544683611,0.01597761320436595,0.01086079132469274,0.0008138160795203717,0.010860791324692956,0.010860791324692923,,,0.49303455777375166,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.4,960490634,test_only,True,low,True,ok,,1.0,1.0,0.013069158016017414,0.018854809458302566,0.012816137317179038,0.0009599971565544783,0.012816137317179087,0.012816137317179135,,,0.4917803296990734,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.5,3138494198,test_only,True,low,True,ok,,1.0,1.0,0.013388748714147409,0.019315881373608953,0.013122690874082424,0.0010012332271791629,0.013122690874082436,0.013122690874082375,,,0.4915806974131008,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.6,3701773174,test_only,True,low,True,ok,,1.0,1.0,0.015226893871344042,0.0219677642763306,0.014974439052882212,0.0009645124329352138,0.014974439052882349,0.014974439052882283,,,0.4904147829065244,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,xgboost,gbdt,covariate_shift,0.8,3163099336,test_only,True,low,True,ok,,1.0,1.0,0.011554679950341514,0.016669879463416838,0.011456983198865012,0.00038397665684955707,0.011456983198865107,0.011456983198865057,,,0.49270763952120195,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,catboost,gbdt,label_noise,0.0,3863852855,train_only,True,low,True,ok,,1.0,1.0,0.0009471205866208917,0.0013664061734418064,0.0009459661688545618,4.594464350193873e-06,0.000945966168854418,0.0009459661688544355,,,0.49940088491419654,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,catboost,gbdt,label_noise,0.05,3828678886,train_only,True,low,True,ok,,0.9965694682675815,0.9998700657467322,0.08167340443495649,0.1178298155508304,0.06919555716594897,0.02067425361680885,0.06919555716594909,0.07136259398467784,2.227668440990529,1.1115991878013431,0.4502518871530546,1358,catboost,0.49940088491419654,True,utility_gap,
steel-plates-fault,catboost,gbdt,label_noise,0.1,2047184284,train_only,True,low,True,ok,,0.9948542024013722,0.999818092045425,0.15481556637287197,0.22335164985855857,0.13191913621252482,0.05389906992868917,0.1319191362125249,0.1302860465217469,4.073695414448218,0.8489300244818716,0.405775140376032,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,catboost,gbdt,label_noise,0.2,781862246,train_only,True,low,True,ok,,0.9639794168096055,0.9962189132299056,0.29774801897106457,0.4295595904040679,0.2081667842789941,0.14837912667533884,0.20816678427899413,0.2138552010604659,7.346944279644579,-0.6966439545240295,0.3227722981748886,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,catboost,gbdt,label_noise,0.3,1549908955,train_only,True,low,True,ok,,0.8542024013722127,0.9258725085106936,0.47192981985721977,0.6808508107556328,0.19431158807596968,0.29301627219178106,0.19161587184499207,0.19953910194104163,3.211859484524754,0.06482339788051131,0.20906817734269087,1358,catboost,0.49940088491419654,True,utility_gap;ece,
steel-plates-fault,catboost,gbdt,label_noise,0.4,1038006126,train_only,True,low,True,ok,,0.6998284734133791,0.7352719523920896,0.6235707106403071,0.8996223718843779,0.10498608207971477,0.43065600542793486,0.11050556834462752,0.12894390555659785,0.8989421633192822,0.4730022362137218,0.07143552636798192,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,catboost,gbdt,label_noise,0.5,4057577613,train_only,True,low,True,ok,,0.48027444253859347,0.46038304617863357,0.7181499272187041,1.0360713386131943,0.11166992635887303,0.5239640964965988,0.12683892300832159,0.1792551067496746,0.4903613418608558,-0.26592642026782165,-0.09998015431242213,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,catboost,gbdt,label_noise,0.6,4011574036,train_only,True,low,True,ok,,0.29845626072041165,0.20781684467659362,0.8581092585924347,1.2379899719122107,0.30684834318869614,0.6544320907514869,0.30684834318869614,0.3232088650932686,-2.383716128777884,0.07687653404452598,-0.31526232546653293,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,catboost,gbdt,label_noise,0.8,1399823778,train_only,True,low,True,ok,,0.02058319039451115,0.0031574023544086605,1.4447586486328488,2.0843461376640513,0.7274523193869855,1.1272711599311134,0.7274523193869854,0.7256717401572097,-5.057650088138378,-0.28049434884078595,-0.7666017357933927,1358,catboost,0.49940088491419654,True,utility_gap;ece;nll,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.0,3863852855,train_only,True,low,True,ok,,1.0,1.0,2.05693361264679e-05,2.9675279224033438e-05,2.0569102440193276e-05,9.347292402550842e-10,2.0569102440242408e-05,2.0569102440235865e-05,,,0.4999869835957447,1358,catboost,0.49940088491419654,False,,
steel-plates-fault,hist_gbdt,gbdt,label_noise,0.05,3828678886,train_only,True,low,True,ok,,0.9965694682675815,0.999935032873366,0.03555677216534592,0.05129757887296329,0.024929945018113873,0.014541580005094356,0.02492994501811378,0.027205198398488332,1.4357061808101639,1.7745774289283247,0.47908741908030356,1358,catboost,0.49940088491419654,False,,
