tau_utility,tau_ece,tau_nll,lambda0_fail_max,lambda0_fail_mean,n_common,aure_catboost,aure_hist_gbdt,aure_logreg,aure_tabicl,aure_tabpfn_client,aure_xgboost,margin,margin_common
0.01,0.05,0.3,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.05,0.5,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.05,0.75,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.05,1.0,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.05,1.25,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.05,1.5,0.6666666666666666,0.4333333333333333,10,0.05,0.021153846153846155,0.06153846153846154,0.17307692307692307,0.17692307692307693,0.025,0.12307692307692307,0.044999999999999984
0.01,0.075,0.3,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.075,0.5,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.075,0.75,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.075,1.0,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.075,1.25,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.075,1.5,0.6666666666666666,0.3722222222222222,10,0.06923076923076923,0.021153846153846155,0.09423076923076924,0.21346153846153848,0.21153846153846154,0.025,0.1423076923076923,0.04999999999999999
0.01,0.1,0.3,0.6666666666666666,0.3444444444444444,10,0.07307692307692308,0.021153846153846155,0.10192307692307692,0.2153846153846154,0.2153846153846154,0.03076923076923077,0.1423076923076923,0.04999999999999999
