model,cell,in_common,rho_grid,rho_self
hist_gbdt,"('vehicle', 'label_noise', 1337)",False,0.0,0.1
hist_gbdt,"('vehicle', 'label_noise', 2025)",False,0.0,0.05
hist_gbdt,"('wdbc', 'covariate_shift', 42)",True,0.0,0.0
hist_gbdt,"('wdbc', 'covariate_shift', 1337)",True,0.05,0.05
hist_gbdt,"('wdbc', 'covariate_shift', 2025)",False,0.0,0.0
hist_gbdt,"('wdbc', 'label_noise', 42)",True,0.1,0.1
hist_gbdt,"('wdbc', 'label_noise', 1337)",True,0.1,0.1
hist_gbdt,"('wdbc', 'label_noise', 2025)",False,0.0,0.1
logreg,"('car', 'covariate_shift', 42)",False,0.0,0.4
logreg,"('car', 'covariate_shift', 1337)",False,0.0,0.4
logreg,"('car', 'covariate_shift', 2025)",False,0.0,0.4
logreg,"('car', 'label_noise', 42)",False,0.0,0.0
logreg,"('car', 'label_noise', 1337)",False,0.0,0.0
logreg,"('car', 'label_noise', 2025)",False,0.0,0.0
logreg,"('churn', 'covariate_shift', 42)",False,0.0,0.2
logreg,"('churn', 'covariate_shift', 1337)",False,0.0,0.2
logreg,"('churn', 'covariate_shift', 2025)",False,0.0,0.1
logreg,"('churn', 'label_noise', 42)",False,0.0,0.1
logreg,"('churn', 'label_noise', 1337)",False,0.0,0.1
logreg,"('churn', 'label_noise', 2025)",False,0.0,0.1
logreg,"('credit-approval', 'covariate_shift', 42)",False,0.2,0.2
logreg,"('credit-approval', 'covariate_shift', 1337)",False,0.0,0.1
logreg,"('credit-approval', 'covariate_shift', 2025)",False,0.2,0.2
logreg,"('credit-approval', 'label_noise', 42)",False,0.1,0.1
logreg,"('credit-approval', 'label_noise', 1337)",False,0.0,0.05
logreg,"('credit-approval', 'label_noise', 2025)",False,0.05,0.05
logreg,"('credit-g', 'covariate_shift', 42)",False,0.1,0.2
logreg,"('credit-g', 'covariate_shift', 1337)",False,0.0,0.2
logreg,"('credit-g', 'covariate_shift', 2025)",False,0.0,0.2
logreg,"('credit-g', 'label_noise', 42)",False,0.1,0.1
logreg,"('credit-g', 'label_noise', 1337)",False,0.0,0.1
logreg,"('credit-g', 'label_noise', 2025)",False,0.0,0.1
logreg,"('eucalyptus', 'covariate_shift', 42)",False,0.0,0.05
logreg,"('eucalyptus', 'covariate_shift', 1337)",False,0.0,0.05
logreg,"('eucalyptus', 'covariate_shift', 2025)",False,0.0,0.05
logreg,"('eucalyptus', 'label_noise', 42)",False,0.05,0.05
logreg,"('eucalyptus', 'label_noise', 1337)",False,0.1,0.1
logreg,"('eucalyptus', 'label_noise', 2025)",False,0.0,0.05
logreg,"('kr-vs-kp', 'covariate_shift', 42)",False,0.0,0.4
logreg,"('kr-vs-kp', 'covariate_shift', 1337)",False,0.0,0.4
logreg,"('kr-vs-kp', 'covariate_shift', 2025)",False,0.0,0.4
logreg,"('kr-vs-kp', 'label_noise', 42)",False,0.0,0.0
logreg,"('kr-vs-kp', 'label_noise', 1337)",False,0.0,0.0
logreg,"('kr-vs-kp', 'label_noise', 2025)",False,0.0,0.0
logreg,"('optdigits', 'covariate_shift', 42)",True,0.2,0.2
logreg,"('optdigits', 'covariate_shift', 1337)",True,0.2,0.2
logreg,"('optdigits', 'covariate_shift', 2025)",True,0.2,0.3
logreg,"('optdigits', 'label_noise', 42)",True,0.0,0.05
logreg,"('optdigits', 'label_noise', 1337)",True,0.0,0.0
logreg,"('optdigits', 'label_noise', 2025)",True,0.0,0.05
logreg,"('pc1', 'covariate_shift', 42)",False,0.0,0.2
logreg,"('pc1', 'covariate_shift', 1337)",False,0.2,0.3
logreg,"('pc1', 'covariate_shift', 2025)",True,0.3,0.3
logreg,"('pc1', 'label_noise', 42)",False,0.0,0.05
logreg,"('pc1', 'label_noise', 1337)",False,0.0,0.05
logreg,"('pc1', 'label_noise', 2025)",True,0.0,0.0
logreg,"('splice', 'covariate_shift', 42)",True,0.4,0.4
logreg,"('splice', 'covariate_shift', 1337)",True,0.4,0.4
logreg,"('splice', 'covariate_shift', 2025)",True,0.4,0.4
logreg,"('splice', 'label_noise', 42)",True,0.0,0.05
logreg,"('splice', 'label_noise', 1337)",True,0.0,0.05
logreg,"('splice', 'label_noise', 2025)",True,0.0,0.0
logreg,"('steel-plates-fault', 'covariate_shift', 42)",True,0.05,0.05
logreg,"('steel-plates-fault', 'covariate_shift', 1337)",True,0.05,0.05
logreg,"('steel-plates-fault', 'covariate_shift', 2025)",True,0.05,0.05
logreg,"('steel-plates-fault', 'label_noise', 42)",True,0.0,0.0
logreg,"('steel-plates-fault', 'label_noise', 1337)",True,0.0,0.0
logreg,"('steel-plates-fault', 'label_noise', 2025)",True,0.0,0.05
logreg,"('vehicle', 'covariate_shift', 42)",False,0.1,0.1
logreg,"('vehicle', 'covariate_shift', 1337)",False,0.2,0.1
logreg,"('vehicle', 'covariate_shift', 2025)",False,0.05,0.1
logreg,"('vehicle', 'label_noise', 42)",False,0.05,0.05
logreg,"('vehicle', 'label_noise', 1337)",False,0.0,0.05
logreg,"('vehicle', 'label_noise', 2025)",False,0.0,0.05
logreg,"('wdbc', 'covariate_shift', 42)",True,0.05,0.05
logreg,"('wdbc', 'covariate_shift', 1337)",True,0.05,0.05
logreg,"('wdbc', 'covariate_shift', 2025)",False,0.05,0.05
logreg,"('wdbc', 'label_noise', 42)",True,0.05,0.0
logreg,"('wdbc', 'label_noise', 1337)",True,0.0,0.0
logreg,"('wdbc', 'label_noise', 2025)",False,0.05,0.05
tabicl,"('car', 'covariate_shift', 42)",False,0.4,0.4
tabicl,"('car', 'covariate_shift', 1337)",False,0.4,0.4
tabicl,"('car', 'covariate_shift', 2025)",False,0.4,0.4
tabicl,"('car', 'label_noise', 42)",False,0.05,0.05
tabicl,"('car', 'label_noise', 1337)",False,0.05,0.05
tabicl,"('car', 'label_noise', 2025)",False,0.05,0.05
tabicl,"('churn', 'covariate_shift', 42)",False,0.0,0.05
tabicl,"('churn', 'covariate_shift', 1337)",False,0.0,0.05
tabicl,"('churn', 'covariate_shift', 2025)",False,0.0,0.05
tabicl,"('churn', 'label_noise', 42)",False,0.0,0.0
tabicl,"('churn', 'label_noise', 1337)",False,0.05,0.05
tabicl,"('churn', 'label_noise', 2025)",False,0.0,0.0
tabicl,"('credit-approval', 'covariate_shift', 42)",False,0.3,0.1
tabicl,"('credit-approval', 'covariate_shift', 1337)",False,0.0,0.0
tabicl,"('credit-approval', 'covariate_shift', 2025)",False,0.05,0.05
tabicl,"('credit-approval', 'label_noise', 42)",False,0.1,0.1
tabicl,"('credit-approval', 'label_noise', 1337)",False,0.05,0.05
tabicl,"('credit-approval', 'label_noise', 2025)",False,0.05,0.05
tabicl,"('credit-g', 'covariate_shift', 42)",False,0.4,0.4
tabicl,"('credit-g', 'covariate_shift', 1337)",False,0.4,0.4
tabicl,"('credit-g', 'covariate_shift', 2025)",False,0.3,0.4
tabicl,"('credit-g', 'label_noise', 42)",False,0.1,0.1
tabicl,"('credit-g', 'label_noise', 1337)",False,0.05,0.1
tabicl,"('credit-g', 'label_noise', 2025)",False,0.1,0.1
tabicl,"('eucalyptus', 'covariate_shift', 42)",False,0.0,0.0
tabicl,"('eucalyptus', 'covariate_shift', 1337)",False,0.05,0.05
tabicl,"('eucalyptus', 'covariate_shift', 2025)",False,0.0,0.0
tabicl,"('eucalyptus', 'label_noise', 42)",False,0.05,0.05
tabicl,"('eucalyptus', 'label_noise', 1337)",False,0.0,0.05
tabicl,"('eucalyptus', 'label_noise', 2025)",False,0.1,0.1
tabicl,"('kr-vs-kp', 'covariate_shift', 42)",False,0.4,0.4
tabicl,"('kr-vs-kp', 'covariate_shift', 1337)",False,0.4,0.4
tabicl,"('kr-vs-kp', 'covariate_shift', 2025)",False,0.4,0.4
tabicl,"('kr-vs-kp', 'label_noise', 42)",False,0.0,0.0
tabicl,"('kr-vs-kp', 'label_noise', 1337)",False,0.0,0.0
tabicl,"('kr-vs-kp', 'label_noise', 2025)",False,0.0,0.0
tabicl,"('optdigits', 'covariate_shift', 42)",True,0.05,0.05
tabicl,"('optdigits', 'covariate_shift', 1337)",True,0.1,0.05
tabicl,"('optdigits', 'covariate_shift', 2025)",True,0.05,0.05
tabicl,"('optdigits', 'label_noise', 42)",True,0.1,0.1
tabicl,"('optdigits', 'label_noise', 1337)",True,0.1,0.1
tabicl,"('optdigits', 'label_noise', 2025)",True,0.1,0.1
tabicl,"('pc1', 'covariate_shift', 42)",False,0.0,0.0
tabicl,"('pc1', 'covariate_shift', 1337)",False,0.05,0.0
tabicl,"('pc1', 'covariate_shift', 2025)",True,0.0,0.0
tabicl,"('pc1', 'label_noise', 42)",False,0.05,0.05
tabicl,"('pc1', 'label_noise', 1337)",False,0.1,0.05
tabicl,"('pc1', 'label_noise', 2025)",True,0.05,0.0
tabicl,"('splice', 'covariate_shift', 42)",True,0.4,0.4
tabicl,"('splice', 'covariate_shift', 1337)",True,0.4,0.4
tabicl,"('splice', 'covariate_shift', 2025)",True,0.4,0.4
tabicl,"('splice', 'label_noise', 42)",True,0.1,0.05
tabicl,"('splice', 'label_noise', 1337)",True,0.1,0.1
tabicl,"('splice', 'label_noise', 2025)",True,0.1,0.05
tabicl,"('steel-plates-fault', 'covariate_shift', 42)",True,0.0,0.0
tabicl,"('steel-plates-fault', 'covariate_shift', 1337)",True,0.0,0.0
tabicl,"('steel-plates-fault', 'covariate_shift', 2025)",True,0.0,0.0
tabicl,"('steel-plates-fault', 'label_noise', 42)",True,0.05,0.05
tabicl,"('steel-plates-fault', 'label_noise', 1337)",True,0.05,0.05
tabicl,"('steel-plates-fault', 'label_noise', 2025)",True,0.05,0.05
tabicl,"('vehicle', 'covariate_shift', 42)",False,0.1,0.0
tabicl,"('vehicle', 'covariate_shift', 1337)",False,0.1,0.0
tabicl,"('vehicle', 'covariate_shift', 2025)",False,0.1,0.0
tabicl,"('vehicle', 'label_noise', 42)",False,0.1,0.05
tabicl,"('vehicle', 'label_noise', 1337)",False,0.1,0.05
tabicl,"('vehicle', 'label_noise', 2025)",False,0.1,0.05
tabicl,"('wdbc', 'covariate_shift', 42)",True,0.05,0.0
tabicl,"('wdbc', 'covariate_shift', 1337)",True,0.0,0.0
tabicl,"('wdbc', 'covariate_shift', 2025)",False,0.05,0.05
tabicl,"('wdbc', 'label_noise', 42)",True,0.1,0.0
tabicl,"('wdbc', 'label_noise', 1337)",True,0.05,0.0
tabicl,"('wdbc', 'label_noise', 2025)",False,0.1,0.1
tabpfn_client,"('car', 'covariate_shift', 42)",False,0.4,0.4
tabpfn_client,"('car', 'covariate_shift', 1337)",False,0.4,0.4
tabpfn_client,"('car', 'covariate_shift', 2025)",False,0.4,0.4
tabpfn_client,"('car', 'label_noise', 42)",False,0.05,0.05
tabpfn_client,"('car', 'label_noise', 1337)",False,0.05,0.05
tabpfn_client,"('car', 'label_noise', 2025)",False,0.05,0.05
tabpfn_client,"('churn', 'covariate_shift', 42)",False,0.05,0.05
tabpfn_client,"('churn', 'covariate_shift', 1337)",False,0.1,0.1
tabpfn_client,"('churn', 'covariate_shift', 2025)",False,0.05,0.05
tabpfn_client,"('churn', 'label_noise', 42)",False,0.05,0.05
tabpfn_client,"('churn', 'label_noise', 1337)",False,0.0,0.05
tabpfn_client,"('churn', 'label_noise', 2025)",False,0.0,0.05
tabpfn_client,"('credit-approval', 'covariate_shift', 42)",False,0.1,0.1
tabpfn_client,"('credit-approval', 'covariate_shift', 1337)",False,0.0,0.0
tabpfn_client,"('credit-approval', 'covariate_shift', 2025)",False,0.0,0.0
tabpfn_client,"('credit-approval', 'label_noise', 42)",False,0.2,0.1
tabpfn_client,"('credit-approval', 'label_noise', 1337)",False,0.05,0.1
tabpfn_client,"('credit-approval', 'label_noise', 2025)",False,0.1,0.05
tabpfn_client,"('credit-g', 'covariate_shift', 42)",False,0.4,0.4
tabpfn_client,"('credit-g', 'covariate_shift', 1337)",False,0.3,0.4
tabpfn_client,"('credit-g', 'covariate_shift', 2025)",False,0.3,0.4
tabpfn_client,"('credit-g', 'label_noise', 42)",False,0.1,0.1
tabpfn_client,"('credit-g', 'label_noise', 1337)",False,0.05,0.1
tabpfn_client,"('credit-g', 'label_noise', 2025)",False,0.1,0.1
tabpfn_client,"('eucalyptus', 'covariate_shift', 42)",False,0.0,0.0
tabpfn_client,"('eucalyptus', 'covariate_shift', 1337)",False,0.1,0.0
tabpfn_client,"('eucalyptus', 'covariate_shift', 2025)",False,0.0,0.0
tabpfn_client,"('eucalyptus', 'label_noise', 42)",False,0.05,0.05
tabpfn_client,"('eucalyptus', 'label_noise', 1337)",False,0.0,0.05
tabpfn_client,"('eucalyptus', 'label_noise', 2025)",False,0.05,0.1
tabpfn_client,"('kr-vs-kp', 'covariate_shift', 42)",False,0.4,0.4
tabpfn_client,"('kr-vs-kp', 'covariate_shift', 1337)",False,0.4,0.4
tabpfn_client,"('kr-vs-kp', 'covariate_shift', 2025)",False,0.4,0.4
tabpfn_client,"('kr-vs-kp', 'label_noise', 42)",False,0.0,0.05
tabpfn_client,"('kr-vs-kp', 'label_noise', 1337)",False,0.05,0.05
tabpfn_client,"('kr-vs-kp', 'label_noise', 2025)",False,0.0,0.0
tabpfn_client,"('optdigits', 'covariate_shift', 42)",True,0.0,0.0
tabpfn_client,"('optdigits', 'covariate_shift', 1337)",True,0.0,0.0
tabpfn_client,"('optdigits', 'covariate_shift', 2025)",True,0.0,0.0
tabpfn_client,"('optdigits', 'label_noise', 42)",True,0.1,0.1
tabpfn_client,"('optdigits', 'label_noise', 1337)",True,0.1,0.05
tabpfn_client,"('optdigits', 'label_noise', 2025)",True,0.1,0.05
tabpfn_client,"('pc1', 'covariate_shift', 42)",False,0.0,0.05
tabpfn_client,"('pc1', 'covariate_shift', 1337)",False,0.1,0.0
tabpfn_client,"('pc1', 'covariate_shift', 2025)",True,0.05,0.0
tabpfn_client,"('pc1', 'label_noise', 42)",False,0.05,0.05
tabpfn_client,"('pc1', 'label_noise', 1337)",False,0.1,0.05
tabpfn_client,"('pc1', 'label_noise', 2025)",True,0.05,0.0
tabpfn_client,"('splice', 'covariate_shift', 42)",True,0.4,0.4
tabpfn_client,"('splice', 'covariate_shift', 1337)",True,0.4,0.4
tabpfn_client,"('splice', 'covariate_shift', 2025)",True,0.4,0.4
tabpfn_client,"('splice', 'label_noise', 42)",True,0.05,0.05
tabpfn_client,"('splice', 'label_noise', 1337)",True,0.05,0.05
tabpfn_client,"('splice', 'label_noise', 2025)",True,0.05,0.05
tabpfn_client,"('steel-plates-fault', 'covariate_shift', 42)",True,0.0,0.0
tabpfn_client,"('steel-plates-fault', 'covariate_shift', 1337)",True,0.0,0.0
tabpfn_client,"('steel-plates-fault', 'covariate_shift', 2025)",True,0.0,0.0
tabpfn_client,"('steel-plates-fault', 'label_noise', 42)",True,0.05,0.05
tabpfn_client,"('steel-plates-fault', 'label_noise', 1337)",True,0.05,0.05
tabpfn_client,"('steel-plates-fault', 'label_noise', 2025)",True,0.05,0.05
tabpfn_client,"('vehicle', 'covariate_shift', 42)",False,0.05,0.0
tabpfn_client,"('vehicle', 'covariate_shift', 1337)",False,0.1,0.0
tabpfn_client,"('vehicle', 'covariate_shift', 2025)",False,0.1,0.0
tabpfn_client,"('vehicle', 'label_noise', 42)",False,0.1,0.05
tabpfn_client,"('vehicle', 'label_noise', 1337)",False,0.05,0.0
tabpfn_client,"('vehicle', 'label_noise', 2025)",False,0.05,0.05
tabpfn_client,"('wdbc', 'covariate_shift', 42)",True,0.05,0.0
tabpfn_client,"('wdbc', 'covariate_shift', 1337)",True,0.05,0.0
tabpfn_client,"('wdbc', 'covariate_shift', 2025)",False,0.05,0.05
tabpfn_client,"('wdbc', 'label_noise', 42)",True,0.1,0.0
tabpfn_client,"('wdbc', 'label_noise', 1337)",True,0.05,0.0
tabpfn_client,"('wdbc', 'label_noise', 2025)",False,0.1,0.1
xgboost,"('car', 'covariate_shift', 42)",False,0.4,0.4
xgboost,"('car', 'covariate_shift', 1337)",False,0.4,0.4
xgboost,"('car', 'covariate_shift', 2025)",False,0.4,0.4
xgboost,"('car', 'label_noise', 42)",False,0.05,0.05
xgboost,"('car', 'label_noise', 1337)",False,0.05,0.05
xgboost,"('car', 'label_noise', 2025)",False,0.05,0.05
xgboost,"('churn', 'covariate_shift', 42)",False,0.0,0.05
xgboost,"('churn', 'covariate_shift', 1337)",False,0.0,0.05
xgboost,"('churn', 'covariate_shift', 2025)",False,0.0,0.05
xgboost,"('churn', 'label_noise', 42)",False,0.0,0.1
xgboost,"('churn', 'label_noise', 1337)",False,0.0,0.1
xgboost,"('churn', 'label_noise', 2025)",False,0.0,0.1
xgboost,"('credit-approval', 'covariate_shift', 42)",False,0.0,0.0
xgboost,"('credit-approval', 'covariate_shift', 1337)",False,0.0,0.0
xgboost,"('credit-approval', 'covariate_shift', 2025)",False,0.0,0.0
xgboost,"('credit-approval', 'label_noise', 42)",False,0.0,0.1
xgboost,"('credit-approval', 'label_noise', 1337)",False,0.0,0.1
xgboost,"('credit-approval', 'label_noise', 2025)",False,0.0,0.2
xgboost,"('credit-g', 'covariate_shift', 42)",False,0.0,0.4
xgboost,"('credit-g', 'covariate_shift', 1337)",False,0.0,0.4
xgboost,"('credit-g', 'covariate_shift', 2025)",False,0.0,0.4
xgboost,"('credit-g', 'label_noise', 42)",False,0.0,0.05
xgboost,"('credit-g', 'label_noise', 1337)",False,0.0,0.05
xgboost,"('credit-g', 'label_noise', 2025)",False,0.0,0.1
xgboost,"('eucalyptus', 'covariate_shift', 42)",False,0.0,0.0
xgboost,"('eucalyptus', 'covariate_shift', 1337)",False,0.0,0.0
xgboost,"('eucalyptus', 'covariate_shift', 2025)",False,0.0,0.0
xgboost,"('eucalyptus', 'label_noise', 42)",False,0.0,0.1
xgboost,"('eucalyptus', 'label_noise', 1337)",False,0.0,0.1
xgboost,"('eucalyptus', 'label_noise', 2025)",False,0.0,0.1
xgboost,"('kr-vs-kp', 'covariate_shift', 42)",False,0.4,0.4
